source,translation
Deadly Swarm,致命的な群れ
Lord of Horrors,恐怖の君主
Splintering Force,破砕の力
Dead can Dance,死者も踊る
Minion Attack and Cast Speed,ミニオンアタック・キャストスピード
Relentless Fallen,容赦ない堕落者
Minion Stun Buildup,ミニオンスタン蓄積
Right Hand of Darkness,闇の右腕
Minion Critical Chance,ミニオンクリティカル率
DNT-UNUSED Minion Critical Multiplier Notable,ミニオンクリティカルダメージ倍率ノータブル
Grip of Evil,悪の掌握
Necrotic Touch,屍霊術の手触り
Minion Critical Damage,ミニオンクリティカルダメージ
DNT-UNUSED Minion Critical Damage Notable,ミニオンクリティカルダメージノータブル
Restless Dead,安息の訪れない死者
Growing Swarm,成長する群れ
Command Skill Damage,コマンドスキルダメージ
Command Skill Cooldown,コマンドスキルクールダウン
At your Command,あなたの命ずるがままに
Attack Speed and Minion Attack Speed,アタックスピードおよびミニオンアタックスピード
Among the Hordes,群れの中で
Power of the Dead,死者の力
Minion Life and Chaos Resistance,ミニオンライフおよび混沌耐性
Minion Life,ミニオンライフ
Minion Life and Physical Damage Reduction,ミニオンライフおよび物理ダメージ軽減
Gravedigger,墓堀人
Minion Resistances,ミニオン耐性
Minion Revive Speed,ミニオン復活スピード
Minion Fire Resistance,ミニオン火耐性
Necrotised Flesh,壊死した肉
Left Hand of Darkness,闇の左腕
Minion Life and Minion Revive Speed,ミニオンライフおよびミニオン復活スピード
Crystalline Flesh,結晶化した肉
Fleshcrafting,肉体形成術
Minion Lightning Resistance,ミニオン雷耐性
Minion Physical Damage Reduction,ミニオン物理ダメージ軽減
Minion Cold Resistance,ミニオン冷気耐性
Vile Mending,邪悪な修復
Regenerative Flesh,再生する肉
Living Death,生ける死
Minion Revive Speed and Energy Shield Delay,ミニオン復活スピードおよびエナジーシールド遅延
Minion Revive Speed and Energy Shield Recharge,ミニオン復活スピードおよびエナジーシールドリチャージ
Reformed Barrier,再構築されたバリア
Expendable Army,使い捨ての軍隊
Minion Duration,ミニオン持続時間
Minion Damage and Duration,ミニオンダメージおよび持続時間
Minion Damage and Life,ミニオンダメージおよびライフ
Entropic Incarnation,エントロピーの具現化
Gigantic Following,巨大な一団
DNT-UNUSED Minion Reservation Notable,ミニオンダメージ
Spell Damage,スペルダメージ
Spell Hinder,スペル阻害
Additional Spell Projectiles,追加のスペル投射物
Seal Generation Frequency,シール生成頻度
Anticipation,予見
Wasting Casts,無駄なキャスト
Lasting Incantations,持続する呪文
DNT-UNUSED Spells Notable,スペルノータブル
Potent Incantation,威力のある呪文
Spellblade,スペルブレード
Spells,スペル
Spell and Minion Damage,スペルおよびミニオンダメージ
Emboldening Lead,鼓舞の導き
Empowering Remains,強化する死体
Melee Damage,近接ダメージ
Accuracy,命中
Melee Attack Speed,近接アタックスピード
Attack Area,アタック範囲
Melee Critical Chance,近接クリティカル率
Melee,近接
Rapid Strike,迅速な一撃
Serrated Edges,ギザギザの刃先
Personal Touch,個人的な工夫
In Your Face,真正面から
Viciousness,凶悪さ
DNT-UNUSED Melee Notable,近接ノータブル
Unerring Impact,外さない衝撃
Heavy Weaponry,重武装
Reaching Strike,届く一撃
Deadly Flourish,致命的な一振り
Initiative,イニシアチブ
Breaking Blows,打ち砕く一撃
Honourless,不名誉
Melee Damage against Immobilised,固定された敵に対する近接ダメージ
Smash,打ち砕き
Melee and Stun,近接およびスタン
Ancestral Boosted Attack Damage and Stun,先祖の加護を受けたアタックダメージおよびスタン
Ancestral Boosted Area and Damage,先祖の加護範囲およびダメージ
Channelled Heritage,遺産のチャネリング
Guided Hand,導きの手
Attack Damage and Movement Speed,アタックダメージおよび移動スピード
Attack Damage and Slow Effect,アタックダメージおよび減速効果
Maiming Strike,重傷を与える一撃
Attack Damage and Skill Duration,アタックダメージおよびスキル持続時間
Prolonged Assault,長期間の攻撃
Blinding Strike,盲目にする一撃
Opportunist,チャンスを狙う人
Last Stand,最後の抵抗
Attack Damage with nearby Ally,近くに味方がいる時のアタックダメージ
Killer Instinct,殺人者の本能
Attack Damage and Accuracy,アタックダメージおよび命中
Presence Present,現在の存在感
Unexpected Finesse,予期せぬ巧妙さ
Attack Damage on Low Life,低ライフ時のアタックダメージ
Attack Damage while Surrounded,包囲時のアタックダメージ
Attack Damage if Stunned Recently,直近スタンを受けていた場合のアタックダメージ
Attack Damage while no remaining Life Flasks,ライフフラスコが残っていない時のアタックダメージ
Daze Chance,眩暈確率
Concussive Attack,衝撃の一撃
Imbibed Power,力の吸収
Attack Damage and Speed,アタックダメージおよびスピード
Projectile Damage,投射物ダメージ
Forking Projectiles,分岐する投射物
Chaining Projectiles,連鎖する投射物
Pierce Chance,貫通確率
Projectile Speed,投射物スピード
Projectile Damage if Melee Hit,近接ヒットしてれば投射物ダメージ
Melee Damage if Projectile Hit,投射物ヒットしていれば近接ダメージ
Adaptable Assault,適応攻撃
Melee Stun Buildup,近接スタン蓄積
Projectile Stun Buildup,投射物スタン蓄積
Unleash Fire,火力発射
Projectile Pierce,投射物貫通
Kite Runner,カイトランナー
Careful Aim,注意深い照準
Heavy Ammunition,重装弾薬
Trick Shot,トリックショット
Piercing Shot,ピアシングショット
Split Shot,スプリットショット
Catapult,カタパルト
Short Shot,ショートショット
Close Confines,狭い空間
Shrapnel,弾片
Advanced Munitions,先進的弾薬
Ranged,遠距離
Elemental Ailment Chance,元素系状態異常確率
Fire Damage and Area,火ダメージおよび効果範囲
Damage against Burning Enemies,燃焼状態の敵に対するダメージ
Flammability Magnitude and Fire Damage,可燃性強度および火ダメージ
Total Incineration,完全な焼却
Burning Nature,燃焼する自然
Sigil of Fire,火の魔法陣
Affliction Enforcer,灼熱の執行者
Burn Away,焼却
Echoing Flames,反響する炎
Intense Flames,強烈な炎
Explosive Impact,爆発の衝撃
Volcanic Skin,火山性の皮膚
Burning Strikes,燃える一撃
Incendiary,焼夷性
Fulmination,爆発
Fire Damage and Flammability Magnitude,火ダメージおよび可燃性強度
Archon of the Flame,炎のアルコン
Archon Effect,アルコン効果
Embodiment of Flame,炎の具現化
Ignite Magnitude and Poison Magnitude,発火強度および毒強度
Dread Engineer's Concoction,恐怖の技師の混合物
Fire Damage and Attack Damage,火ダメージおよびアタックダメージ
Blazing Arms,灼熱の腕
Ichlotl's Inferno,イクロトルの業火
Faster Ignites and Flammability Magnitude,素早い発火および可燃性強度
Engineered Blaze,設計された業火
Arsonist,放火魔
Searing Heat,灼熱の熱
Flamekeeper,フレイムキーパー
Rhythm of Fire,炎のリズム
Pyromancer,パイロマンサー
Cast Speed with Cold Skills,冷気スキルのキャストスピード
Elemental Damage,元素ダメージ
Cold Damage,冷気ダメージ
Cold and Fire Damage,冷気ダメージおよび火ダメージ
Elemental Damage and Energy Shield Delay,元素ダメージおよびエナジーシールド遅延
Archon of the Blizzard,吹雪のアルコン
Embodiment of Frost,霜の具現化
Energy Shield as Freeze Threshold,冷気ダメージおよび凍結閾値
Unbothering Cold,動じぬ冷気
Cold Nature,冷気の自然
Sigil of Ice,氷の魔法陣
Thin Ice,厚い氷
Heavy Frost,激しい霜
Elemental Force,元素の力
Harsh Winter,厳しい冬
Climate Change,気候変動
Echoing Frost,反響する霜
Endless Blizzard,終わりのない吹雪
Essence of the Mountain,山の精髄
DNT-UNUSED Cold Notable,冷気属性ノータブル
Attack Cold Damage and Freeze Buildup,アタック冷気ダメージおよび凍結蓄積
Biting Frost,バイティングフロスト
Attack Cold Damage,アタック冷気ダメージ
Deep Freeze,深部凍結
Empowered Attack Freeze Buildup,強化されたアタック凍結蓄積
Hail,雹
Rhythm of Ice,氷のリズム
Flurry,氷雪乱舞
Ice Storm,アイスストーム
Brain Freeze,脳凍結
Infused Spell Damage,インフュージョンを受けたスペルダメージ
Lightning Skill Speed,雷スキルスピード
Lightning Penetration,雷貫通
Shock Effect and Mana Regeneration,感電効果およびマナ自動回復
Pure Power,純粋な力
Electrifying Nature,感電する自然
Sigil of Lightning,雷の魔法陣
Power Conduction,電気伝導
Wild Storm,荒れ狂う嵐
Principal Infusion,根源のインフュージョン
Flash Storm,突発的な嵐
Thunderstruck,雷に打たれて
Spreading Shocks,広がる感電
Endless Circuit,無限の回路
Lightning Quick,稲妻のような素早さ
Echoing Thunder,反響する雷
Essence of the Storm,嵐の精髄
Alternating Current,交流電流
Elemental Damage and Mana Regeneration,元素ダメージおよびマナ自動回復
Lightning Damage and Electrocute Buildup,雷ダメージおよび麻痺蓄積
Archon of the Storm,嵐のアルコン
Embodiment of Lightning,稲妻の具現化
Electric Blood,帯電した血
Stormkeeper,ストームキーパー
Lightning Storm,ライトニングストーム
Brain Storm,ブレインストーム
Chaos Damage and Duration,混沌ダメージおよび持続時間
Chaos Damage,混沌ダメージ
Daze on Hit,ヒット時眩暈
Physical Damage,物理ダメージ
Withered Effect,衰弱効果
Withered Expiry Rate,衰弱消失レート
Pure Chaos,純粋な混沌
Dark Entries,暗黒の記録
Spaghettification,スパゲッティ化
Event Horizon,事象の地平線
Spiral into Insanity,狂気に陥る
Stylebender,スタイルベンダー
Void,虚無
Lingering Horror,残存する恐怖
Wither Away,衰弱し果てる
Withering Hex,衰弱させる呪術
Entropy,エントロピー
Physical Damage and Critical Chance,物理ダメージおよびクリティカル率
Physical,物理属性
Impale Chance,串刺し確率
Physical as Extra Chaos Damage,物理ダメージを追加の混沌ダメージとして獲得
Spell Critical Chance,スペルクリティカル率
Bleed Chance,出血確率
Spell Critical Chance and Critical Ailment Effect,スペルクリティカル率およびクリティカル状態異常効果
Armour Break,アーマー破壊
Armour Break Effect,アーマー破壊効果
Physical Attack Damage,物理ダメージ
Shatter Palm,粉砕の掌
Cut to the Bone,骨まで断つ
Staggering Palm,よろめきの掌
Madness in the Bones,骨に宿る狂気
Shredding Force,引き裂く力
Blood Tearing,血を引き裂く一撃
Tempered Mind,鍛えられた心
Battle Fever,戦闘の興奮
Splinters,物理属性ノータブル
Material Solidification,素材の硬化
Physical Life Recoup,物理ダメージ回収
Physical Damage and Life Recoup,物理ダメージおよびライフ回収
Armour Break and Physical Damage,アーマー破壊および物理ダメージ
Endured Suffering,持続する苦痛
Constricting,締め付け
Physical Damage and Increased Duration,物理ダメージおよび持続時間増加
Physical Damage and Reduced Duration,物理ダメージおよび持続時間減少
Plant Skill Damage,プラントスキルダメージ
Boundless Growth,果てしなき成長
Return to Nature,自然に還れ
Dangerous Blossom,危険な開花
Proliferating Weeds,繁殖する草
Jagged Shards,ギザギザの破片
Haemorrhaging Cuts,出血の切り傷
Rupturing Pins,裂傷の針
Bone Chains,骨の鎖
Sanguine Tolerance,紅の耐久
Elemental Penetration,元素貫通
Speed with Elemental Skills,元素スキルのスピード
Elemental,元素属性
Elemental Damage and Freeze Buildup,元素ダメージおよび凍結蓄積
Elemental Damage and Shock Chance,元素ダメージおよび感電付与確率
Fire and Cold Damage,火および冷気ダメージ
Elemental Damage and Flammability Magnitude,元素ダメージおよび可燃性強度
Unbound Forces,束縛されていない力
Phantasmal Forces,幻想の力
Harness the Elements,元素制御
Stormcharged,雷の力を帯びた
Exposure Effect,曝露効果
Overexposure,過剰曝露
Breaking Point,限界点
DNT-UNUSED Elemental Notable,元素属性ノータブル
All Natural,全ての自然
Stormbreaker,ストームブレーカー
Cold and Lightning Damage,冷気および雷ダメージ
Elemental Ailment Duration,元素系状態異常持続時間
Elemental Attack Damage,元素アタックダメージ
Primal Sundering,原子の破断
Stripped Defences,防御はく奪
Mana Regeneration and Skill Speed,マナ自動回復およびスキルスピード
Attack Cost,アタックコスト
Damage from Mana,ダメージをマナから
Mind Eraser,心を消すもの
Sturdy Mind,強靭な精神
Mana Blessing,マナの祝福
Lucidity,明晰さ
Mental Toughness,精神のタフさ
Mana Regeneration while not on Low Mana,低マナ状態でない時のマナ自動回復
Arcane Intensity,魔術の強度
Raw Mana,生のマナ
Adverse Growth,有害な成長
Soul Bloom,魂の開花
Spirit,スピリット
Domineering Presence,威圧的な存在感
DNT-UNUSED Spirit Notable,スピリットノータブル
Changing Times,時代の変革
Mana Regeneration and Critical Chance,マナ自動回復およびクリティカル率
Mana Cost Efficiency,マナコスト効率
Investing Energies,エネルギー活用
Conservative Casting,控えめな詠唱
Full Recovery,完全回復
Arcane Blossom,魔術の華
Aspiring Genius,志す天才
Open Mind,柔軟な思考
Arcane Surge Effect,アーケインサージ効果
Touch the Arcane,魔術に触れる
Arcane Surge on Critical Hit,クリティカルヒット時アーケインサージ
Mana Recoup,マナ回収
Ether Flow,エーテルの流れ
Arcane Surge Spell Damage,アーケインスペルダメージ
Arcane Nature,アーケインの本質
Mana on Kill,キル時マナ
Efficient Killing,効率的な殺し
Efficient Casting,効率的な詠唱
Reduced Attack Cost,アタックコスト減少
Life Cost,ライフコスト
Price of Freedom,自由の対価
DNT-UNUSED Reduced Attack Cost Notable,アタックコスト減少ノータブル
Mana Leech and Cold Resistance,マナリーチおよび冷気耐性
DNT-UNUSED Mana Leech Notable,マナリーチノータブル
Suffusion,浸透
Siphon,サイフォン
Manifold Method,多様な方法
Immortal Thirst,不死の渇き
Mana Flask Recovery,マナフラスコ回復量
Mana Flask Charges,マナフラスコチャージ
Altered Brain Chemistry,脳内化学物質の変化
Wellspring,源泉
Arcane Alchemy,秘術の錬金術
Warding Potions,防御のポーション
Waters of Life,生命の水
DNT-UNUSED Mana on Kill Notable,キル時マナ獲得ノータブル
Accuracy and Critical Chance,命中およびクリティカル率
Finesse,技巧
Determined Precision,決意の精度
Eagle Eye,イーグルアイ
Locked On,ロックオン
Falcon Dive,ファルコンダイブ
Accuracy and Attack Damage,命中およびアタックダメージ
Near Sighted,近視
Far Sighted,遠視
Sharp Sight,鋭い視力
Accuracy and Attack Critical Chance,命中およびアタッククリティカル率
Pinpoint Shot,ピンポイントショット
Accuracy and Attack Speed,命中およびアタックスピード
Precision Salvo,精密掃射
Nimble Strength,アタックダメージおよび命中力
Strike True,精確な一撃
Attack Elemental Damage,アタック元素ダメージ
Saqawal's Guidance,サカワルの導き
Herald Reservation,ヘラルドリザーブ
Herald Damage,ヘラルドダメージ
Coming Calamity,迫る災厄
Fate Finding,運命を探る
Apocalypse,アポカリプス
Doomsayer,終末予言者
Agonising Calamity,激痛の災厄
Aura Effect,オーラ効果
Inspirational,鼓舞
Enveloping Presence,包み込む存在感
Bolstering Presence,強化された存在感
Profane Commander,冒涜的な司令官
Attack Damage with Ally,味方のアタックダメージ
Ally Attack Damage,味方アタックダメージ
Warlord Leader,ウォーロードのリーダー
Warlord Berserker,ウォーロードのバーサーカー
Lone Warrior,一人だけの戦士
Area and Presence,範囲および存在下
All For One,全員は一人のために
One For All,一人は全員のために
Triggered Spell Damage,トリガースペルダメージ
Energy,エネルギー
Invocation Spell Damage,インボケーションスペルダメージ
Energise,エネルギー付与
Invocated Efficiency,発動の効率
Dynamism,ダイナミズム
Invocated Limit,インボケーションの上限
Invocated Echoes,インボケーションの反響
Efficient Inscriptions,効率的な刻印
Invocation Critical Damage,インボケーションクリティカルダメージ
Precise Invocations,精確なインボケーション
Invocation Critical Hits,インボケーションクリティカルヒット
Deadly Invocations,致死のインボケーション
Increased Duration,持続時間増加
Protraction,延長
Preservation,保存
Reduced Duration,持続時間減少
Tides of Change,変化の波
Forthcoming,フォースカミング
Increased Duration and Stun Threshold,持続時間増加およびスタン閾値
Grounded in the Earth,大地に根差す
Link Duration,リンク持続時間
Link Cast Speed,リンクキャストスピード
Link Buff Effect,リンクバフ効果
Twinned Tethers,双子の絆
Strong Links,強力なリンク
Link Effect,リンク効果
Spirit Bonds,魂の結束
DNT-UNUSED Links Notable,リンクノータブル
Shapeshifted Damage,シェープシフトダメージ
Shapeshifted Skill Speed,シェープシフトスキルスピード
Shapeshifted Physical Damage,シェープシフト物理ダメージ
Swift Claw,迅速な爪
DNT-UNUSED Shapeshifting Notable,シェープシフトノータブル
Shapeshifted Elemental Penetration,シェープシフト元素耐性貫通
Shapeshifting Critical Hit Chance,シェープシフトクリティカルヒット率
Piercing Claw,貫通する爪
Sharpened Claw,鋭い爪
Shapeshifting Spell Damage,シェープシフトスペルダメージ
Bestial Rage,獣の怒り
Boon of the Beast,獣の恩寵
Shapeshifting Attack Damage,シェープシフトアタックダメージ
Shifted Strikes,変身攻撃
Bear's Roar,クマの咆哮
Wyvern's Breath,ワイバーンの吐息
Wolf's Howl,オオカミの遠吠え
Shapeshifting Elemental Ailment Chance,シェープシフト元素系状態異常確率
Shapeshifting Stun Buildup,シェープシフトスタン蓄積
Shapeshifting,シェープシフト
Shapeshifting Armour applies to Elemental Damage Hits,シェープシフト中アーマーが元素ダメージヒットに適用
Energy Shield Delay while Shapeshifted,シェープシフト中エナジーシールド遅延
Insulating Hide,保護の皮
Shapeshifted Stun Buildup,シェープシフトスタン蓄積
Ignite Magnitude on You while Shapeshifted,シェープシフト中のプレイヤーに対する発火強度
Shapeshifted Armour,シェープシフト中アーマー
Shapeshifted Damage against Immobilised,シェープシフト中移動不可に対するダメージ
Molten Claw,マグマの爪
Spirit of the Bear,クマの魂
Hide of the Bear,クマの皮
Bashing Beast,叩き潰す獣
Shapeshifted Life Regeneration,シェープシフト中ライフ自動回復
Shapeshifted Life Leech,シェープシフトライフリーチ
Shapeshifted Critical Chance,シェープシフトクリティカル率
Blood of the Wolf,オオカミの血
Spirit of the Wolf,オオカミの魂
Howling Beast,遠吠えの獣
Frozen Claw,凍結の爪
Shapeshifted Elemental Damage,シェープシフト元素ダメージ
Shock Magnitude on You while Shapeshifted,シェープシフト中のプレイヤーに対する感電強度
Scales of the Wyvern,ワイバーンの鱗
Spirit of the Wyvern,ワイバーンの魂
Shapeshifted Accuracy Rating,シェープシフト命中
Shapeshifted Energy Shield Recharge,シェープシフトエナジーシールドリチャージ
Shapeshifted Energy Shield Delay,シェープシフトエナジーシールド遅延
Electrified Claw,電撃の爪
Surging Beast,突進の獣
Shaman,シャーマン
Elemental Resistance,元素耐性
Adaptive Skin,適応の皮膚
Cold Penetration,冷気耐性貫通
Oracle,オラクル
Dimensional Weakspot,次元の弱点
Life Costs,ライフコスト
Life Spell Damage and Costs,ライフスペルダメージおよびコスト
Life Spell Costs,ライフスペルコスト
Life Spell Damage,ライフスペルダメージ
Blood Transfusion,輸血
Sacrificial Blood,生贄の血
Life Spell Costs and Damage,ライフスペルコストおよびダメージ
DNT-UNUSED Life Costs Notable,ライフコストノータブル
Critical Damage vs Full Life,フルライフ状態の敵に対するクリティカルダメージ
Enemies on Full Life,フルライフ状態の敵
Damage vs Full Life,フルライフ状態の敵に対するダメージ
First Approach,最初の接触
DNT-UNUSED Enemies on Full Life Notable,フルライフ状態の敵ノータブル
Damage against Enemies on Low Life,低ライフ状態の敵に対するダメージ
Finishing Blows,とどめの一撃
Stars Aligned,整列した星
Finality,終焉
Hidden Reserves,隠れた資源
Mental Perseverance,精神的な忍耐力
Inner Self,内なる自分
DNT-UNUSED Damage from Mana Notable,ダメージをマナからノータブル
DNT-UNUSED Ranger Minions,動物のコンパニオン
Undead Spirit Cost,アンデッドスピリットコスト
DNT-UNUSED Undead Spirit Cost Notable,アンデッドスピリットコストノータブル
Undead Damage,アンデッドダメージ
DNT-UNUSED Undead Damage Notable,アンデッドダメージノータブル
DNT-UNUSED Undead Resurrection Chance Notable,アンデッド復活確率ノータブル
Damage and Companion Damage,ダメージおよびコンパニオンダメージ
Life Leech and Companion Damage,ライフリーチおよびコンパニオンダメージ
Companion Damage and Companion Life,コンパニオンダメージおよびコンパニオンダメージ
Companion Life and Damage,コンパニオンライフおよびダメージ
Defences and Companion Life,防御力およびコンパニオンライフ
Nourishing Ally,癒しの味方
Thirsting Ally,渇望の味方
Sturdy Ally,屈強な仲間
DNT-UNUSED Duelist Minion Notable,傭兵ノータブル
Unimpeded,遮られない
Near at Hand,手近に
Slow Effect on You and Attack Speed,プレイヤーに対する減速効果およびアタックスピード
Unyielding,不撓
Debuff Expiry,デバフ消失
Slow Effect,減速効果
Duration,持続時間増加
Time Manipulation,時間操作
Chronomancy,時の魔法
DNT-UNUSED Slowed Enemies Notable,スロー状態の敵ノータブル
Slow Effect and Hinder Duration,減速効果と阻害持続時間
Hindered Capabilities,阻害された能力
Lasting Boons,持続する恩恵
Waning Hindrances,弱まる阻害
Debuff Expiry Rate,デバフ消失レート
Cooldown Recovery Rate,クールダウン解消レート
Temporal Mastery,時魔法のマスタリー
Slow Effect on You and Debuff Expiry Rate,プレイヤーに対する減速効果およびデバフ消失レート
Exposure Effect and Slow Effect,曝露効果および減速効果
Alchemical Oil,錬金術のオイル
Weapon Swap Speed,武器スワップスピード
Steady Footing,確かな足取り
DNT-UNUSED Weapon Swapping Notable,武器スワップノータブル
Catalysis,触媒作用
Crystal Elixir,クリスタルエリクサー
Forces of Nature,自然の力
Emboldened Avatar,勇気づけられた化身
Long range projectiles,長射程投射物
DNT-UNUSED Long range projectiles Notable,長射程投射物ノータブル
Stealth,ステルス
DNT-UNUSED Stealth Notable,ステルスノータブル
Blind Effect,盲目効果
Damage vs Blinded,盲目状態の敵に対するダメージ
Blind,盲目
Pocket Sand,ポケットに入れた砂
Disorientation,空間認識失調
Frantic Swings,狂乱の振り下ろし
Distracted Target,注意散漫な標的
Blinded Enemies Critical,盲目状態の敵に対するクリティカル
Critical vs Blinded,盲目に対するクリティカル
Movement Speed,移動スピード
Acceleration,加速
DNT-UNUSED Movement Speed Notable,移動スピードノータブル
Adrenaline Rush,アドレナリンラッシュ
Area Damage,範囲ダメージ
Area Damage and Armour Break,範囲ダメージおよびアーマー破壊
Attack Area Damage and Area,アタック範囲ダメージおよび範囲
Primal Growth,原始の成長
Impact Area,衝突エリア
Devastation,壊滅
Impact Force,衝撃力
Authority,権威
Crushing Judgement,打撃の審判
Reverberating Impact,反響する衝撃
Tribal Fury,部族の怒り
Splitting Ground,割れる地面
Primed to Explode,爆発寸前
Detonator Area,起爆範囲
Attack Area and Combo,アタック範囲ダメージおよびコンボ
Attack Area Damage,アタック範囲ダメージ
Frantic Reach,狂乱の射程
Resolute Reach,覚悟の射程
Dizzying Sweep,眩暈の薙ぎ払い
Disciplined Training,規律の訓練
Attack Area and Flammability Magnitude,アタック範囲および可燃性強度
Spell Area of Effect,スペル効果範囲
Spell Area Damage,スペル範囲ダメージ
Roil,攪乱
Repulsion,反発
Echoing Pulse,反響するパルス
Reverberation,残響
Ruin,破滅
DNT-UNUSED Area Spells Notable,範囲スペルノータブル
Spell Damage and Projectile Speed,スペルダメージおよび投射物スピード
Turn the Clock Back,時計を巻き戻す
Turn the Clock Forward,時計を先に進める
Psychic Fragmentation,精神の断片化
Area of Effect,効果範囲
Area of Effect and Damage,効果範囲およびダメージ
Encompassing Domain,包囲の領域
Radial Force,効果範囲ノータブル
DNT-UNUSED Area of Effect Notable,効果範囲ノータブル
Killing Sprees,キリングスプリー
DNT-UNUSED Killing Sprees Notable,キリングスプリーノータブル
Cull the Hordes,群れを間引く
Giantslayer,巨人殺し
DNT-UNUSED Boss Slaying Notable,ボス撃破ノータブル
Culling Strike Threshold,カリングストライク閾値
Life and Mana on Kill,キル時ライフおよびマナ
Immobilisation Buildup,移動不可蓄積
Bounty Hunter,バウンティハンター
Finish Them,とどめを刺せ
Rapid Hit Attacks,ラピッドヒットアタック
DNT-UNUSED Rapid Hit Attacks Notable,ラピッドヒットアタックノータブル
Ailment Effect,状態異常効果
DNT-UNUSED Slow Attacks Notable,スローアタックノータブル
Crushing Verdict,破砕する判決
Lasting Trauma,持続するトラウマ
Seeing Stars,目が回る
Stupefy,茫然
Damage and Criticals vs Dazed Enemies,眩暈状態の敵へのダメージおよびクリティカル
Damage vs Dazed Enemies,眩暈状態の敵に対するダメージ
Criticals vs Dazed Enemies,眩暈状態の敵に対するダメージ
Daze Magnitude,眩暈強度
Lightning and Cold Damage,雷および冷気ダメージ
Shock Chance and Lightning Damage,感電確率および雷ダメージ
Freeze Buildup and Cold Damage,凍結蓄積および冷気ダメージ
Shattering Daze,粉砕する眩暈
Electrifying Daze,感電する眩暈
Dizzying Hits,眩暈の一撃
Armour if Hit,被ヒット時のアーマー
Thorns,棘
Thorns and Block,棘およびブロック
Thorns and Leech,棘およびリーチ
Revenge,反撃
Retaliation,報復
Spiked Armour,棘付きの鎧
Vengeance,復讐
Thornhide,棘の皮
Thorns Ignore Armour,棘アーマー無視
Thorn Critical Damage,棘クリティカルダメージ
Armour while Surrounded,敵による包囲時のアーマー
Evasion while Surrounded,敵による包囲時のアーマー
In the Thick of It,混乱の真っただ中
Thrill of Battle,戦闘のスリル
DNT-UNUSED Being Surrounded Notable,敵による包囲時ノータブル
Armour and Evasion while Surrounded,包囲時のアーマーおよび回避力
Tactical Retreat,戦略的撤退
Paranoia,パラノイア
Favourable Odds,好ましいオッズ
Frantic Fighter,狂乱の戦士
Banner Glory Gained,バナー勇猛獲得
Banner Aura Effect,バナーオーラ効果
Banner Duration,バナー持続時間
Bannerman,旗手
Inspiring Leader,鼓舞するリーダー
Symbol of Defiance,反抗のシンボル
Reinforced Rallying,補強された鼓舞
Rallying Icon,結集の象徴
Banner Area,バナー範囲
Impale,串刺し
DNT-UNUSED Impale Notable,串刺しノータブル
Sentinels,センチネル
Silent Guardian,静かなガーディアン
Bringer of Order,秩序をもたらすもの
Holy Protector,聖なる守護者
DNT-UNUSED Sentinels Notable,センチネルノータブル
Golems,ゴーレム
DNT-UNUSED Golems Notable,ゴーレムノータブル
Slams,スラム
Slam Skill Area,スラムスキル範囲
Aftershocks,余震
DNT-UNUSED Slams Notable,スラムノータブル
Behemoth,ベヒモス
DNT-UNUSED Slam Area Notable,スラム効果範囲ノータブル
Strike Damage,ストライクダメージ
Strike Attack Speed,ストライクアタックスピード
Strike Accuracy,ストライク命中力
DNT-UNUSED Strikes Notable,ストライクノータブル
Hold Focus,集中維持
Mark Use Speed,呪印使用スピード
Mark Effect,呪印効果
Marked for Death,死の呪印
No Escape,逃げ場はない
Break Focus,破壊集中
Marked for Sickness,病の呪印
Mark Duration,呪印持続時間
Marked Agility,呪印の敏捷さ
DNT-UNUSED Marks Notable,呪印ノータブル
Unsight,視界外
Mark Effect and Blind Effect,呪印効果および盲目効果
Mark Effect and Blind Chance,呪印効果および盲目付与確率
Offering Life,オファリングライフ
Offering Duration,オファリング持続時間
Corpses,死体
Stigmata,スティグマ
Meat Recycling,肉のリサイクル
DNT-UNUSED Corpses Notable,死体ノータブル
Offering Area,オファリング範囲
Lust for Sacrifice,生贄への欲望
Offering Effect,オファリング効果
Utmost Offering,最大限の供物
Damage if you haven't been Hit Recently,直近ヒットを受けていない時のダメージ
Damage while near less than 4 enemies,近くの敵が4体より少ない時のダメージ
Damage against Ailments,状態異常に対するダメージ
Ailment Chance,状態異常付与確率
Vile Wounds,忌まわしい傷
Exploit,悪用
Exploit the Elements,元素悪用
Trap and Spell Damage,トラップおよびスペルダメージ
Clean Shot,クリーンショット
Ricochet,跳弾
Stand and Deliver,金を出すか命を寄越すか
Death from Afar,遠距離からの死
Projectile Critical Chance,投射物クリティカル率
Headshot,ヘッドショット
Sling Shots,シリングショット
Reduced Projectile Speed,投射物スピード減少
Surpassing Projectile Chance,投射物超過可能確率
Multi Shot,マルチショット
Projectile Speed and Physical Damage,投射物スピードおよび物理ダメージ
Swift Flight,高速飛行
Physical Damage and Ailment Chance,物理ダメージおよび状態異常確率
Hidden Barb,見えない切っ先
Stun Threshold during Dodge Roll,ドッジロール中のスタン閾値
Close Call,間一髪
Dodge Roll Distance,ドッジロール距離
Brutal,残虐
Relentless,無慈悲
Blur,不鮮明
Honed Instincts,研ぎ澄まされた直感
Raw Power,生のままの力
Pure Energy,純粋なエネルギー
Raw Destruction,純粋な破壊
Battle-hardened,戦闘経験豊富
Remorseless,一片の悔いなし
Relentless Vindicator,容赦なき擁護者
Devoted Protector,敬虔な守護者
