source,translation
Cospri's Malice,コスプリの悪意
Starforge,スターフォージ
Unending Hunger,終わらぬ飢え
Voidwalker,ヴォイドウォーカー
Replica Voidwalker,ヴォイドウォーカー (レプリカ )
Shaper's Touch,シェイパーの接触
The Master's Reach,達人の間合い
The Warden's Brand,刑務所長の焼き印
Witchfire Brew,ウィッチファイヤーの醸造
Dying Sun,死にゆく太陽
The Putrid Cloister,邪悪な学園
Atziri's Vessel,アッツィリの器
Hallowed Ground,聖地
Breach Box,ブリーチの箱
Primordial Harmony,原初の調和
Primordial Might,原初の力
Replica Primordial Might,原初の力 (レプリカ )
Primordial Eminence,原初の卓越
The Anima Stone,魂の石
The Coming Calamity,迫り来る災難
Bisco's Collar,ビスコの首輪
Inpulsa's Broken Heart,インパルサの壊れた心
Xoph's Nurture,ゾフの育み
Xoph's Inception,ゾフの発端
The Formless Flame,形なき炎
The Formless Inferno,形なき大火
Xoph's Heart,ゾフの心臓
Xoph's Blood,ゾフの血
Tulborn,トゥルボーン
Tulfall,トゥルフォール
Replica Tulfall,トゥルフォール (レプリカ )
The Snowblind Grace,スノーブラインドの優美
The Perfect Form,完璧な姿
Replica Perfect Form,完璧な姿 (レプリカ )
The Halcyon,ハルシオン
The Pandemonius,パンデモニアス
Hand of Thought and Motion,思考と動作の手
Hand of Wisdom and Action,知恵と行動の手
Esh's Mirror,エシュの鏡
Esh's Visage,エシュの容貌
Voice of the Storm,嵐の声
Choir of the Storm,嵐の合唱
The Infinite Pursuit,無限の追跡
The Red Trail,赤い足跡
Replica Red Trail,赤い足跡 (レプリカ )
Uul-Netol's Kiss,ウール・ネトルの口づけ
Uul-Netol's Embrace,ウール・ネトルの抱擁
The Anticipation,期待
The Surrender,降参
Severed in Sleep,眠りの中の断裂
United in Dream,夢の中の団結
Skin of the Loyal,忠臣の皮膚
Skin of the Lords,君主の皮膚
The Red Dream,赤い夢
The Red Nightmare,赤い悪夢
The Green Dream,緑の夢
The Green Nightmare,緑の悪夢
The Blue Dream,青い夢
The Blue Nightmare,青い悪夢
Tukohama's Fortress,トゥコハマの要塞
Replica Tukohama's Fortress,トゥコハマの要塞 (レプリカ )
Soul Tether,魂を繋ぐ綱
Replica Soul Tether,魂を繋ぐ綱 (レプリカ )
Angler's Plait,釣り師の編み
Haemophilia,ヘモフィリア
The Baron,男爵
Ahn's Heritage,アンの遺産
Shade of Solaris,ソラリスの日陰
The Maelstrom Cell,渦の監房
The Brine Crown,海水の王冠
Sin's Rebirth,シンの復活
Light of Lunaris,ルナリスの光
Kitava's Feast,キタヴァの祝宴
Duskdawn,ダスクドーン
Replica Duskdawn,ダスクドーン (レプリカ )
Perseverance,忍耐力
Arakaali's Fang,アラカーリの牙
Gruthkul's Pelt,グラスクルの毛皮
Presence of Chayula,チャユラの存在
Weylam's War Chest,ウェイラムの軍資金
Collateral Damage,巻き添え被害
Sudden Ignition,突然の発火
Overwhelming Odds,圧倒的な不利
First Snow,初雪
Omen on the Winds,風に乗った前兆
Wildfire,野火
Fight for Survival,生き残るための戦い
Might and Influence,力と勢力
Frozen Trail,凍った小道
Ring of Blades,刃の輪
Boundless Grasp,果てしない掌握
Inevitability,不可避
Winter Burial,冬の埋葬
Bisco's Leash,ビスコのリード
Spreading Rot,広がる腐敗
Garukhan's Flight,ガルカーンの飛行
Prospero's Vault,プロスペロの金庫
Debeon's Dirge,デビオンの悲歌
The Wise Oak,賢明な大樹
Violent Dead,狂暴な死者
Hazardous Research,危険な研究
Tidebreaker,タイドブレーカー
Martyr of Innocence,イノセンスの殉教者
Bloodbond,ブラッドボンド
Legacy Relic,レガシーの遺物
Timeworn Relic,古びた宝箱
Vaal Relic,ヴァールの宝物庫
Forgotten Relic,忘れ去られた罪悪感
Visceral Relic,内臓の残骸
Shiny Relic,輝く玩具箱
Archive Relic,記録保管箱
Oubliette Relic,微かな残り
Cosmic Relic,父の愛
Decaying Relic,無言の遺産
Voidborn Relic,ヴォイドボーンチェスト
Ryslatha's Coil,リスラーサのコイル
Speaker's Wreath,話し手の花冠
Ahn's Contempt,アンの軽蔑
Ahn's Might,アンの力
Inya's Epiphany,イーニャの閃き
Replica Inya's Epiphany,イーニャの閃き (レプリカ )
Volkuur's Guidance,ヴォルカーの導き
Replica Volkuur's Guidance,ヴォルカーの導き (レプリカ )
Yriel's Fostering,ユリエルの養育
Eber's Unification,エベルの統合
Pact of Skulls,髑髏の契約
Choking Ash,息を詰まらせる灰
Straight and True,真っ直ぐで忠実
Balefire,ベールファイヤー
The Rippling Thoughts,波打つ思考
The Flow Untethered,解放された流れ
The Unshattered Will,砕けぬ意思
First Piece of Focus,一つ目の集中の欠片
Second Piece of Focus,二つ目の集中の欠片
Third Piece of Focus,三つ目の集中の欠片
Fourth Piece of Focus,四つ目の集中の欠片
The Fracturing Spinner,粉砕する紡ぎ手
The Tempest's Binding,暴風雨の束縛
From Dust,塵から
To Dust,塵へ
The Wasp Nest,蜂の巣
Taproot,タップルート
Maligaro's Cruelty,マリガロの冷酷さ
Dendrobate,ヤドクガエル
The Embalmer,エンバーマー
Allelopathy,アレロパシー
Replica Allelopathy,アレロパシー (レプリカ )
The Enmity Divine,神の敵意
First Piece of Arcane,一つ目のアーケインの欠片
Second Piece of Arcane,二つ目のアーケインの欠片
Third Piece of Arcane,三つ目のアーケインの欠片
First Piece of Brutality,一つ目の蛮行の欠片
Second Piece of Brutality,二つ目の蛮行の欠片
Third Piece of Brutality,三つ目の蛮行の欠片
First Piece of Time,一つ目の時間の欠片
Second Piece of Time,二つ目の時間の欠片
First Piece of Directions,一つ目の方向の欠片
Second Piece of Directions,二つ目の方向の欠片
Third Piece of Directions,三つ目の方向の欠片
First Piece of Storms,一つ目の嵐の欠片
Second Piece of Storms,二つ目の嵐の欠片
Third Piece of Storms,三つ目の嵐の欠片
The Beachhead,侵攻拠点
Doedre's Skin,ドードゥリの皮膚
The Twilight Temple,黄昏の寺院
Vix Lunaris,ヴィックス・ルナリス
Invictus Solaris,インビクタス・ソラリス
Doryani's Delusion,ドリヤニの妄想
Doryani's Machinarium,ドリヤニのマシナリウム
Dialla's Malefaction,ディアーラの罪
Malachai's Mark,マラカイの紋章
Book Stand Strongbox,書架ストロングボックス
Pillars of Arun,アルンの柱
Replica Pillars of Arun,アルンの柱 (レプリカ )
Stormcharger,ストームチャージャー
Giantsbane,ジャイアンツベーン
Wraithlord,レイスロード
Cane of Unravelling,解明の杖
Ralakesh's Impatience,ララケシュの短気
The Hungry Loop,餓えた指輪
The Poet's Pen,詩人のペン
Coralito's Signature,コラリートのサイン
The Long Winter,長い冬
Pure Talent,純粋な才能
Replica Pure Talent,純粋な才能 (レプリカ )
Oskarm,オスカーム
Might of the Meek,弱き者の力
Sands of Shakari,シャカーリの砂
The Golden Rule,黄金律
Soul's Wick,魂の芯
Oni-Goroshi,オニゴロシ
Memory Vault,記憶の保管庫
Cyclopean Coil,キュクロープス型のコイル
Magna Eclipsis,マグナ・エクリプシス
Leper's Alms,癩者の施し
Impresence,インプレゼンス
Iron Heart,鉄の心
Bubonic Trail,ビューボニック・トレイル
White Wind,白い風
Arborix,アーボリクス
Yoke of Suffering,苦痛の頸木
Gorgon's Gaze,ゴルゴンの眼差し
Tombfist,トゥームフィスト
Darkness Enthroned,即位した闇
Lightpoacher,ライトポーチャー
Shroud of the Lightless,光なき者の覆い
Replica Shroud of the Lightless,光なき者の覆い (レプリカ )
Watcher's Eye,見つめる者の目
Blasphemer's Grasp,冒涜者の掌握
Nebuloch,ネブロック
Hopeshredder,ホープシュレッダー
Shimmeron,シメロン
Grelwood Shank,グレルウッドの脛
Beltimber Blade,ベルティンバーの刃
Vulconus,ボルコナス
Augyre,アージャイア
Gloomfang,グルームファング
Mark of the Elder,エルダーの紋章
Mark of the Shaper,シェイパーの紋章
Indigon,インディゴン
Disintegrator,ディスインテグレーター
Voidforge,ヴォイドフォージ
Voidfletcher,ヴォイドフレッチャー
Mark of the Red Covenant,赤い契約の紋章
Soulwrest,ソウルレスト
Sinvicta's Mettle,シンヴィクタの根性
Saqawal's Winds,サカワルの風
Saqawal's Nest,サカワルの巣
Saqawal's Talons,サカワルの爪
Saqawal's Flock,サカワルの群れ
Craiceann's Carapace,クレイシアンの甲羅
Craiceann's Chitin,クレイシアンのキチン
Craiceann's Pincers,クレイシアンの鋏
Craiceann's Tracks,クレイシアンの足跡
Farrul's Fur,ファルウルの毛皮
Replica Farrul's Fur,ファルウルの毛皮 (レプリカ )
Farrul's Bite,ファルウルの噛みつき
Farrul's Pounce,ファルウルの飛びつき
Farrul's Chase,ファルウルの狩り
Fenumus' Shroud,フィヌムスの覆い
Fenumus' Toxins,フィヌムスの猛毒
Fenumus' Weave,フィヌムスの巣
Fenumus' Spinnerets,フィヌムスの糸疣
Loreweave,ロアウィーヴ
Replica Loreweave,ロアウィーヴ (レプリカ )
Unyielding Flame,屈さぬ炎
Stormfire,ストームファイヤー
Gluttony,グラトニー
Crystal Vault,水晶の保管庫
Greedtrap,グリードトラップ
Wildwrap,ワイルドラップ
Sunspite,サンスパイト
Windshriek,ウィンドシュリーク
Duskblight,ダスクブライト
Meginord's Vigour,メギノルドの精力
Doedre's Malevolence,ドードゥリの悪意
Frostferno,フロストフェルノ
Timetwist,タイムツイスト
Atziri's Reflection,アッツィリの鏡像
Panquetzaliztli,パンケツァリズリ
Mirebough,マイアバウ
The Stormwall,ストームウォール
Fox's Fortune,狐の幸運
Asenath's Chant,アセナスの詠唱
Honourhold,オナーホールド
Malachai's Awakening,マラカイの覚醒
Sidhebite,シバイト
The Effigon,エフィゴン
The Tactician,戦術家
The Nomad,遊牧民の首領
Winterweave,ウィンターウィーヴ
Hyrri's Demise,ハイリの崩御
Dreadsurge,ドレッドサージ
Sanguine Gambol,陽気な大はしゃぎ
Geofri's Devotion,ジェフリの信仰心
Cameria's Avarice,カミリアの貪欲
Dreadbeak,ドレッドビーク
The Dancing Duo,デュオの舞
Corona Solaris,コロナ・ソラリス
The Iron Fortress,鉄の要塞
Chains of Command,命令の鎖
Architect's Hand,アーキテクトの手
Slavedriver's Hand,奴隷監督の手
Mask of the Spirit Drinker,魂を飲む者の仮面
Mask of the Stitched Demon,縫合されし悪魔の仮面
Apep's Slumber,アペプの微睡
Apep's Supremacy,アペプの優越性
Shadowstitch,シャドウステッチ
Sacrificial Heart,生贄の心臓
Zerphi's Heart,ゼルフィの心臓
Tempered Flesh,鍛えられた肉体
Tempered Spirit,鍛えられた魂
Tempered Mind,鍛えられた精神
Transcendent Flesh,超越した肉体
Transcendent Spirit,超越した魂
Transcendent Mind,超越した精神
Soul Catcher,ソウル・キャッチャー
Soul Ripper,ソウル・リッパー
String of Servitude,隷属の紐
Dance of the Offered,捧げられた者の踊り
Omeyocan,オメヨカン
Coward's Chains,臆病者の鎖
Coward's Legacy,臆病者の遺産
Story of the Vaal,ヴァールの物語
Fate of the Vaal,ヴァールの運命
Zeel's Amplifier,ズィールのアンプリファイアー
Earendel's Embrace,イアレンデルの抱擁
Replica Earendel's Embrace,イアレンデルの抱擁 (レプリカ )
Combat Focus,コンバット・フォーカス
Malachai's Brilliance,マラカイの光輝
Unnatural Instinct,不自然な本能
Lawbreaker,ローブレイカー
Mark of Submission,服従の紋章
The Grey Spire,灰色の尖塔
The Primordial Chain,原初の鎖
Vixen's Entrapment,ヴィクセンの罠
The Eternal Apple,永遠の林檎
Perquil's Toe,パーキルの足指
Demon Stitcher,デーモン・ステッチャー
Command of the Pit,炭坑の命令
Curtain Call,カーテンコール
Cerberus Limb,ケルベロスの肢
Hale Negator,ヘール・ネゲーター
Crown of the Tyrant,暴君の王冠
Ahkeli's Mountain,アーケリの山
Ahkeli's Meadow,アーケリの草地
Ahkeli's Valley,アーケリの谷
Uzaza's Mountain,ウザザの山
Uzaza's Meadow,ウザザの草地
Uzaza's Valley,ウザザの谷
Putembo's Mountain,プテンボの山
Putembo's Meadow,プテンボの草地
Putembo's Valley,プテンボの谷
Precursor's Emblem,先人の紋章
Aul's Uprising,アウルの反乱
Chaber Cairn,チェバー・ケアン
Ullr's Advent,ウルルの出現
Geofri's Legacy,ジェフリの遺産
Unearth Threshold,アンアースの発端
Toxic Vapours,毒性の蒸気
Waycarver,ウェイカーヴァー
Worldcarver,ワールドカーヴァー
Farsight,ファーサイト
Flamesight,フレイムサイト
Galesight,ゲイルサイト
Thundersight,サンダーサイト
The Eternity Shroud,永遠の覆い
Replica Eternity Shroud,永遠の覆い (レプリカ )
Solstice Vigil,ソルスティス・ヴィジル
Vivinsect,ヴィヴィンセクト
The Crimson Storm,深紅の嵐
Paradoxica,パラドクシカ
Replica Paradoxica,パラドクシカ (レプリカ )
Hyperboreus,ハイパーボリアス
The Queen's Hunger,女王の飢え
Cinderswallow Urn,シンダースワローの壺
The Devouring Diadem,むさぼり食う王冠
Bitterbind Point,ビターバインド・ポイント
Whakatutuki o Matua,ファカツツキ・オ・マトゥア
Nebulis,ネビュリス
Replica Nebulis,ネビュリス (レプリカ )
Bottled Faith,瓶詰めの信仰
Offering to the Serpent,蛇への捧げ物
Garb of the Ephemeral,儚い者の服
Storm's Gift,嵐の恩恵
Mask of the Tribunal,審判所の仮面
Circle of Anguish,苦悩の輪
Circle of Fear,恐怖の輪
Circle of Regret,悔恨の輪
Circle of Nostalgia,郷愁の輪
Circle of Guilt,自責の輪
Hyrri's Truth,ハイリの真実
Replica Hyrri's Truth,ハイリの真実 (レプリカ )
Perepiteia,ペレペティア
March of the Legion,軍団の行進
Maloney's Mechanism,マローニーの機械
Replica Maloney's Mechanism,マローニーの機械 (レプリカ )
Aukuna's Will,アウクナの意志
Maw of Conquest,征服の口
Tavukai,タヴカイ
Fractal Thoughts,フラクタル的思考
Reliquary of the Apex,生贄にされた者の贈り物
Reliquary of the Abyss,赤き女王の贈り物
Demigod's Immortality,半神の永生
Wreath of Phrecia,フリシアの花冠
Sign of the Sin Eater,シンイーターの印
Glorious Vanity,栄光ある虚栄心
Lethal Pride,致命的な自尊心
Brutal Restraint,残忍な自制心
Militant Faith,戦闘的な信仰心
Elegant Hubris,上品な慢心
Divide and Conquer,煮え滾る憤激
Altered Distant Memory,改変された遠い記憶
Augmented Distant Memory,増幅された遠い記憶
Twisted Distant Memory,歪められた遠い記憶
Rewritten Distant Memory,書き換えられた遠い記憶
Cortex,コーテクス
Replica Cortex,コーテクス (レプリカ )
Triad Grip,トライアドの握り
Venopuncture,ヴェノパンクチャー
Icefang Orbit,アイスファングの軌道
Rotting Legion,朽ちた軍団
Badge of the Brotherhood,一党の記章
Siegebreaker,シージブレイカー
Replica Siegebreaker,シージブレイカー (レプリカ )
Torchoak Step,トーチオークの足取り
Machina Mitts,マキナ・ミット
Fortress Covenant,城塞の盟約
Quickening Covenant,加速の盟約
Cold Iron Point,冷鉄の剣先
Replica Cold Iron Point,冷鉄の剣先 (レプリカ )
The Stampede,群れの暴走
Replica Stampede,群れの暴走 (レプリカ )
Cowl of the Thermophile,親熱のカウル
Cowl of the Cryophile,親冷のカウル
Cowl of the Ceraunophile,親雷のカウル
Breathstealer,息を盗む者
Sporeguard,スポアガード
The Jinxed Juju,呪われた呪物
Fury Valve,怒りのバルブ
Crown of the Inward Eye,内を見る目の冠
The Ivory Tower,象牙の塔
The Unleashed,解き放たれし者
Decree of Loyalty,忠誠の布告
Manastorm,マナストーム
Leash of Oblation,捧げものの紐
Mistwall,ミストウォール
Replica Mistwall,ミストウォール (レプリカ )
Painseeker,ペインシーカー
The Black Cane,黒の杖
Hands of the High Templar,ハイテンプラーの手
The Warlord's Annex,将軍の別館
Mother's Embrace,母の抱擁
Warrior's Legacy,戦士の遺産
Astral Projector,アストラル・プロジェクター
The Saviour,救世主
Willowgift,ウィローギフト
Thread of Hope,希望の糸
Eye of Malice,悪意の目
Terror,恐怖
Stalwart Defenders,強固な防衛者
Misinformation,ミスインフォメーション
Irresistable Temptation,抗い難い誘惑
Territories Unknown,未知の領域
War Among the Stars,星々の戦い
Booming Populace,轟く民衆
Algor Mortis,死冷
Perfidy,背信行為
Assailum,アセイラム
Profane Proxy,不敬な代用品
Kitava's Teachings,キタヴァの教え
Calamitous Visions,破滅の展望
Natural Affinity,自然との親和
The Interrogation,尋問
The Siege,包囲攻撃
Child of Violence,暴力の申し子
The Front Line,フロントライン
One With Nothing,持たざる者
Voices,ボイス
Megalomaniac,メガロマニアック
Split Personality,分裂した人格
Beacon of Madness,狂気ののろし
Usurper's Penance,僭主の懺悔
Storm Secret,嵐の秘密
[UNUSED Magnetic Ward,UNUSED Magnetic Ward
Abhorrent Interrogation,悍ましき尋問
Horror's Flight,恐怖の飛翔
Doryani's Prototype,ドリヤニの試作品
Forbidden Shako,禁断のシャコー帽
Replica Forbidden Shako,禁断のシャコー帽 (レプリカ )
Great Old One's Tentacles,グレート・オールド・ワンの触手
Scorpion's Call,蠍の呼び声
Fleshcrafter,フレッシュクラフター
Emperor’s Vigilance,皇帝の警戒
Retaliation Charm,報復のお守り
Law of the Wilds,野生の掟
Witchhunter’s Judgment,魔女狩りの審判
The Torrent's Reclamation,奔流の再生
The Shattered Divinity,砕けた神性
The Tempest's Liberation,暴風雨の解放
The Surging Thoughts,湧き上がる思考
The Yielding Mortality,屈服する死
The Immortal Will,不滅の意思
The Felbog Fang,フェルボグの牙
Plume of Pursuit,追跡の羽根飾り
Bear's Girdle,熊のベルト
Infused Beachhead,強化された侵攻拠点
The Iron Mass,鉄の塊
Expedition's End,遠征の終わり
The Ephemeral Bond,刹那の繋がり
Corpsewalker,コープスウォーカー
Mercenary’s Lot,傭兵の領分
Chains of Emancipation,解放の鎖
Actum,アクトゥム
Maw of Mischief,悪戯の口
The Druggery,密売人
Endless Misery,終わりなき悲しみ
The Highwayman,追い剥ぎ
Fated End,定められし終焉
The Hidden Blade,隠れた刃
The Admiral,提督
Blunderbore,ブランダーボア
Crest of Desire,欲望の紋章
The Fulcrum,フルクラム
Willclash,ウィルクラッシュ
Font of Thunder,雷の源
Contract: Jamanra's Rest,依頼書：ジャマンラの休息
Contract: Breaking the Unbreakable,依頼書：破壊しえない機械を破壊せよ
Contract: Heart of Glory,依頼書：栄光の心
Contract: The Slaver King,依頼書：奴隷商人の王
Contract: Death to Darnaw,依頼書：ダルノーに死を
Contract: The Twins,依頼書：双子
Lord of Steel,鋼の支配者
Apex Mode,最高の状態
Nadir Mode,最悪の状態
Shattershard,砕けた破片
The Ghastly Theatre,不気味な劇場
Eyes of the Runefather,ルーンファザーの眼
The Fledgling,駆け出し
Pyroshock Clasp,パイロショック・クラスプ
Leadership’s Price,指導者の対価
Qotra's Regulator,クォトラの調整器
Blackflame,ブラックフレイム
Hand of the Fervent,熱烈なる手
Survivor's Guilt,生存者の自責
Viridi's Veil,ヴィリディのベール
Goblinedge,ゴブリンエッジ
Doppelgänger Guise,ドッペルゲンガーの装い
Arn's Anguish,アーンの苦痛
Olesya's Delight,オリーシャの歓喜
Graven's Secret,グレイヴンの秘密
Rotblood Promise,腐りし血の誓約
Ancient Skull,古代の頭骨
Legacy of Fury,怒りの遺産
Demigod's Authority,半神の権威
The Walls,ザ・ウォール
The Claim,ザ・クレイム
The Builder,ザ・ビルダー
The Vast Horizon,広大な地平
The Closest Peak,最も近い丘
Restless Cycles,弛まぬ循環
The False Hope,偽りの希望
Atop the Atlas,アトラスの頂上
Mahuxotl's Machination,マフゾトールの陰謀
Hateforge,ヘイトフォージ
Yaomac's Accord,ヤオマクの調和
Temptation Step,テンプテーション・ステップ
Glimpse of Chaos,混沌の片鱗
Relic of the Pact,盟約の遺物
Atziri's Rule,アッツィリの統治
Atziri's Contempt,アッツィリの軽蔑
Triumvirate Authority,三執政の権威
The Raven's Flock,カラスの群れ
The Unborn Lich,産まれ出でぬリッチ
Tecrod's Gaze,テクロッドの凝視
Ulaman's Gaze,ウルマンの凝視
Kurgal's Gaze,クルガルの凝視
Amanamu's Gaze,アマナムの凝視
Steelworm,スティールワーム
The Scales of Justice,正義の天秤
Nightgrip,ナイトグリップ
Medved's Challenge,メドヴェドの挑戦
Faithguard,フェイスガード
Cadigan's Crown,カディガンの冠
Vorana's March,ヴォラナの行進
Olroth's Charge,オルロスの突撃
Olroth's Resolve,オルロスの決意
Starlight Chalice,星明りの聖杯
Elixir of the Unbroken Circle,途切れぬ輪の秘薬
Vorana's Preparation,ヴォラナの調合薬
Gravebind,グレーヴバインド
Stranglegasp,ストレングルガスプ
Mageblood,メイジブラッド
Stasis Prison,静止の監獄
Uul-Netol's Vow,ウール・ネトルの誓い
The Squire,スクワイア
The Oppressor,圧制者
Melding of the Flesh,肉体の融合
Dissolution of the Flesh,肉体の溶解
Crystallised Omniscience,全知の結晶
Ashes of the Stars,星の灰
The Annihilating Light,殲滅の光
The Gluttonous Tide,暴食の潮
Black Zenith,黒い天頂
Sudden Dawn,急な黎明
Polaric Devastation,対極の荒廃
Ceaseless Feast,絶え間のないご馳走
Inextricable Fate,逃れられない運命
Dawnbreaker,ドーンブレイカー
Forbidden Flame,禁じられた炎
Forbidden Flesh,禁じられた肉体
Divine Inferno,神聖な大火
The Burden of Truth,真実の重荷
Echoes of Creation,創造の残響
Decree of Acuity,鋭敏の布告
The Eternal Struggle,終わりなき苦闘
Call of the Void,虚空の呼び声
Impossible Escape,不可能な逃避
Sublime Vision,卓越した構想
Kaom's Spirit,カオムの霊魂
The Tower of Ordeals,試練の塔
Soul Ascension,魂の昇天
Dawnstrider,ドーンストライダー
Victorious Fate,勝利の運命
Deadly Fate,最期
Will of Chaos,混沌の意志
Ignominious Fate,恥ずべき運命
Ghostwrithe,ゴーストライズ
Thrillsteel,スリルスティール
Elevore,エレボアー
Annihilation's Approach,迫りくる破滅
The Poised Prism,ポイズドプリズム
Kalandra's Touch,カランドラの接触
Progenesis,プロジェネシス
Rational Doctrine,理性的な教義
Nimis,ニミス
Entropic Devastation,エントロピーの荒廃
Oriath's End,オリアスの終焉
Eternal Damnation,永遠の破滅
Wilma's Requital,ウィルマの返礼
Firesong,ファイヤーソング
Stormshroud,ストームシュラウド
Immutable Force,不変の力
The Winds of Fate,運命の風
Anathema,アナセマ
Doedre's Tongue,ドードゥリの舌
Witchbane,ウィッチベイン
Echoforge,エコーフォージ
The Balance of Terror,恐怖のバランス
Sandstorm Visage,砂嵐の容貌
The Hour of Divinity,神性の時間
The Peacemaker's Draught,調停者の杯
The Desperate Alliance,必死の同盟
The Changing Seasons,移りゆく季節
The Remembered Tales,記憶された物語
The Burden of Leadership,指導者の重荷
The Last Flame,最後の炎
Original Sin,原罪
The Blood of Innocence,イノセンスの血
The Chains of Castigation,懲罰の鎖
The Power and the Promise,権力と誓約
Blood Price,血の対価
Tainted Pact,汚染された契約
Ancestral Vision,先祖の未来像
Stormseeker,ストームシーカー
Widowhail,ウィドウヘイル
Chain of Endurance,忍耐の鎖
Tanu Ahi,タヌ・アヒ
Orbala's Stand,オルバラの抵抗
Bloodnotch,ブラッドノッチ
The Fourth Vow,4度目の誓い
Soulbound,ソウルバウンド
Bloodsoaked Medallion,血塗れのメダリオン
Ceinture of Benevolence,慈悲の帯
El'Abin's Visage,エルアビンの容貌
The Geomantic Gyre,ジオマンティックジャイア
The Redblade,レッドブレード
Winter's Bite,冬の牙
Daevata's Wind,ダイヴァータの風
The Endless Night,常夜
Oaksworn,楢の誓い
Greymake,グレイメイク
Bramblesiege,茨の包囲
Bluetongue,青い舌
The Black Doubt,黒い疑念
Perandus' Cure-all,ペランダスの万能薬
Candlemaker,キャンドルメーカー
Infernoclasp,地獄の留め金
Deathrattle,死前喘鳴
The Barrow Dweller,古墳の住人
Serpent's Lesson,蛇の学習
Blackbraid,黒い組紐
The Dark Defiler,闇の冒涜者
Skysliver,スカイシルバー
Doomgate,破滅の門
The Knight-errant,放浪騎士
Bristleboar,毛深い猪
Splinter of Loratta,ロラッタの破片
Shadowstalk,シャドウストーク
Mask of the Sanguimancer,操血術師の仮面
Alkem Eira,アルケム・エイラ
Guiding Palm,導きの掌
Guiding Palm of the Heart,心の導きの掌
Guiding Palm of the Mind,精神の導きの掌
Guiding Palm of the Eye,目の導きの掌
Palm of the Dreamer,夢見人の掌
Sylvan's Effigy,シルヴァンの人形
Killjoy,キルジョイ
Coat of Red,赤のコート
Painter's Servant,画家の従者
Thunderstep,サンダーステップ
Gloomform,暗がりの姿
Tangletongue,タングルタン
Innsmouth,インスマス
Crown of the Victor,勝者の冠
Wandering Reliquary,彷徨う遺物箱
Dustbloom,ダストブルーム
Pariah's Embrace,パーリアの抱擁
Quatl's Molt,クアトルの換羽
Fear of the Embrace,抱擁の恐怖
The Sunken Vessel,沈没船
The Dancing Mirage,舞う蜃気楼
Radiant Grief,輝く嘆き
Bitterbloom,ビターブルーム
Sands of Silk,絹の砂
Sierran Inheritance,シエラの遺産
The Smiling Knight,微笑む騎士
Dionadair,ディオナデア
Bronzebeard,青銅の髭
Edyrn's Tusks,エディルンの牙
Prayers for Rain,雨乞い
The Immortan,道の戦士
Apron of Emiran,エミレの前掛け
Legionstride,リージョンストライド
Visage of Ayah,アーヤの容貌
Necromantle,ネクロマントル
Briarpatch,ブライアパッチ
Corpsewade,コープスウェード
Timberwolf,シンリンオオカミ
Forbidden Gaze,禁断の眼差し
Gamblesprint,ギャンブルスプリント
Ironride,アイアンライド
Treefingers,ツリーフィンガーズ
Horns of Bynden,ビンデンの角笛
Wings of Caelyn,ケイリンの翼
Northpaw,北の脚
Zerphi's Serape,ゼルフィのセラーペ
Plaguefinger,疫病の指
Trampletoe,踏みつぶす爪先
Atsak's Sight,アツァクの視野
Garuk's Current,ガルクの気流
Atziri's Disdain,アッツィリの軽蔑
The Vile Knight,卑劣な騎士
Gravis Grimace,重々しい渋面
Corona of the Red Sun,赤き太陽のコロナ
The Deepest Tower,最深の塔
Nightscale,ナイトスケール
Golden Atonement,黄金の贖罪
Myris Uxor,ミリスの細君
Fidelio,フィデリオ
Bushwhack,ブッシュワック
Irongrasp,アイアングラスプ
Titanrot Cataphract,タイタンロットのカタフラクト
The Hollow Mask,虚ろの仮面
Enfolding Dawn,包み込む夜明け
Husk of Dreams,白昼夢
Blueflame Bracers,蒼炎の籠手
Benedictus Domini,主の祝福
Tetzlapokal's Desire,テツラポカルの欲望
Dreadfist,ドレッドフィスト
Jarngreipr,ヤールングレイプル
Widow's Reign,未亡人の統治
The Mutable Star,通変星
Cornathaum,コーナサウム
Grip of Winter,冬の掌握
Idle Hands,暇人の手
Deathblow,デスブロー
Morior Invictus,不屈なる者として死す
Solus Ipse,唯我
Sine Aequo,不平等
Sacred Flame,聖なる炎
Ab Aeterno,永遠から
Temporalis,テンポラリス
Mageguard,メイジガード
Herald of Wraeclast,レイクラストの先触れ
Waveshaper,ウェーブシェイパー
Brynabas,バーナバス
Shankgonne,シャンクゴンヌ
Wings of Vastiri,ヴァスティリの翼
Calgyra's Arc,カルジャイラの弧
Sunsplinter,サンスプリンター
Luminous Pace,輝かしい歩調
Wulfsbane,ウルフスベイン
Erian's Cobble,エリアンの玉石
Arvil's Wheel,アルヴィルの車輪
Bloodbarrier,血の関門
The Wailing Wall,嘆きの壁
Crest of Ardura,アードゥラの紋章
Merit of Service,奉仕の真価
Dunkelhalt,ダンケルハルト
Brynhand's Mark,ブリンハンドの印
Wylund's Stake,ワイランドの褒美
The Sentry,哨兵
Window to Paradise,楽園への窓
Shyaba,シャバ
Heartseeker,ハートシーカー
Feathered Fortress,羽根付き要塞
Hoghunt,豚狩り
Font of Power,力の源泉
Rondel de Ezo,ロンデル・デ・エゾ
Silverthorne,シルバーソーン
Sibling Rivalry,兄弟対立
Splinterheart,スプリンターハート
Redflare Conduit,緋炎の導管
The Black Insignia,黒の記章
Threaded Light,光の糸
Midnight Braid,真夜中の組紐
Spirit Link,魂の絆
