source,translation
of the Devoted,信仰深きものの
of Strongboxes,ストロングボックスの
of the Antiquarian,古物研究家の
Crystallised,結晶化した
of Spirits,精霊の
Azmeri's,アズメリによる
of the Exile,エグザイルの
Exiled,追放された
of the Summoning,召喚の
of Undertaking,事業の
of Contest,競技の
of the Flow,流れの
of the Form,形の
of the Flesh,肉体の
of the Commander,指揮官の
of the Invasion,侵略の
of the Hand,手の
of the Horde,軍勢の
of the Demolition,解体爆破の
of the Detonator,雷管の
of Knowledge,知識の
of Ancient Fiends,古代の敵の
of Runes,ルーンの
of Verisium,ヴェリシウムの
of Ancient Evil,古代の邪悪の
of Sentinels,センチネルの
of Power,力の
of Preservation,保存の
of Treasure,財宝の
of the Past,過去の
of Remnants,レムナントの
of Twins,双子の
of the Simulacrum,シミュラクラムの
of Eternity,永劫の
of the Unending,無終の
of Madness,乱心の
of Persecution,迫害の
of Mirrors,ミラーの
of Freeze Time,凍った時の
of Phobia,恐怖症の
of the Dogma,教義の
of Devotion,献身の
of the Appeal,嘆願の
of Prayers,祈願の
of the Occult,超自然の
of the Foundling,捨て子の
of the Cult,カルトの
of Omens,お告げの
of Compartments,格納の
of Worship,崇拝の
of Crystals,結晶の
of Wisps,ウィスプの
of Pathways,経路の
of Conquering,制覇の
of Hoards,貯蔵の
of Treasures,財宝の
of Singularity,唯一性の
of Ascendance,昇天の
of Wisdom,知恵の
of Quality,品質の
of Complexity,複雑性の
of the Exceptional,規格外の
of the Exceptional Warrior,規格外の戦士の
of the Exceptional Mage,規格外の術者の
of the Exceptional Armourer,規格外の鎧鍛冶の
of Monstrous Treasures,恐ろしい財宝の
of Monstrous Bounty,恐ろしい恵みの
of Runic Power,ルーンパワーの
of the Barya,バリャの
of the Trials,試練の
of Greater Bounty,大いなる恵みの
of Greater Treasures,大いなる財宝の
of Greater Singularity,大いなる唯一性の
of Greater Ascendance,大いなる昇天の
of Greater Wisdom,大いなる知恵の
of Greater Quality,大いなる品質の
of Greater Complexity,大いなる複雑性の
of the Greater Exceptional,超規格外の
of the Greater Exceptional Warrior,超規格外の戦士の
of the Greater Exceptional Mage,超規格外の術者の
of the Greater Exceptional Armourer,超規格外の鎧鍛冶の
of Greater Runic Power,大いなるルーンパワーの
of the Greater Barya,大いなるバリャの
of the Greater Trials,大いなる知れんの
of Greater Inscription,大いなる刻印の
Essences,エッセンス
Redblade,レッドブレードの
of Deflection,攻撃逸らしの
of Protection,守りの
of Cover,遮蔽の
of Asylum,保護の
of Refuge,避難の
of Sanctuary,聖域の
of Warding,守衛の
Leo's,リオの
of Repairing,修復の
of Renewal,一新の
of Rebounding,反響の
of Revitalization,再活性の
of Redirection,転換の
of Transformation,変化の
of Conservation,温存の
of Utilisation,利用の
Filigree,細金細工の
Calming,落ち着ける
Alluring,誘惑する
of Snaring,捕獲の
of Flight,飛行の
of Fascination,魅惑の
Ossified,骨化した
Menacing,脅威的な
Intimidating,威嚇する
Crowded,混み合った
Contested,紛争の
Reaper's,死神の
Putrifying,腐敗させる
Whispering,囁く
Scorched,焼け焦げた
Vibrating,振動する
Contaminated,汚染された
Unstable,不安定な
Catarina's,カタリナの
of Fearlessness,恐れ知らずの
of Blurring,霞みの
of Reinforcement,補強の
Tora's,トーラの
Vagan's,ヴェイガンの
Kirac's,キラックの
of Prefixes,接頭辞の
Suffixed,接尾辞付き
of Spellcraft,呪文学の
of Weaponcraft,武器製造の
of Crafting,製作の
Turncoat's,変節漢の
Betrayer's,裏切り者の
Deceiver's,欺く者の
of Stoicism,克己の
of Resolve,決意の
of Fortitude,頑強さの
of Will,意志の
of Zeal,熱狂の
of Fervour,熱情の
of Haste,速度の
of Composure,平静の
of Surefootedness,確かな足取りの
of Persistence,粘り強さの
of Relentlessness,執拗さの
of Rot,腐朽の
of Putrefaction,腐敗の
of Tacati,タカティの
of Farrul,ファルウルの
of Saqawal,サカワルの
of Fenumus,フィヌムスの
of Craiceann,クレイシアンの
Veiled,ヴェールされた
of the Veil,ヴェールの
of the Elder,エルダーの
of Shaping,形成の
of Control,支配の
Antagonist's,敵対者の
Chaining,連鎖する
Unstoppable,止まらぬ
Conflagrating,燃え上がる
Hexproof,耐呪の
Savage,獰猛な
Mirrored,鏡の
Hexwarded,防呪された
Empowered,力ある
Resistant,抵抗の
Oppressive,抑圧する
Buffered,緩衝された
Elite,エリート
Secure,警護された
Dutiful,真面目な
Tempting,魅力的な
Inimicable,敵愾心の
Indifferent,無関心な
Stoic,克己する
Impeding,妨げる
Stubborn,頑固な
Deployed,配置された
Supplemented,増補された
Trained,訓練された
Professional,専門的な
Instantaneous,即座の
of Bloodlines,血筋の
of Balance,均衡の
of Skirmishing,小競り合いの
of Lightning,雷の
of Desecration,不浄化の
of Consecration,聖別の
of Elemental Weakness,元素弱化の
of Vulnerability,脆弱性の
of Enfeeblement,弱体化の
of Temporal Chains,時の鎖の
of Stasis,停滞の
of Toughness,頑健性の
of Rust,錆の
of Miring,ぬかるみの
of Impotence,無力の
of Carnage,虐殺の
of Enervation,衰弱の
of Transience,一時性の
of Doubt,疑念の
of Imprecision,不正確さの
of Expense,費用の
of Bait,釣り餌の
of Communication,連絡の
of Selfishness,身勝手の
of Proximity,近接の
of Paranoia,疑心暗鬼の
of Silencing,沈黙の
of Unravelling,破綻の
of Over-Heating,過熱の
of Spine-Chilling,悪寒の
of Hair-Raising,総毛立ちの
of Distress,悩みの
of Apprehension,不安の
of Wavering Will,揺らぐ意志の
of Anxiety,心配の
of Clouded Judgement,曇った目の
of Dehydration,脱水の
Harmful,害ある
Dangerous,危険な
Slowing,減速させる
Stalling,時間稼ぎの
Delaying,遅延する
Interrupting,遮る
Practiced,熟練の
Skillful,腕利きの
Masterful,卓越した
Footpad's,追い剥ぎの
Crook's,悪党の
Criminal's,犯罪者の
Mastermind's,黒幕の
Capable,有能な
Experienced,経験を積んだ
Accomplished,熟達した
Veteran,歴戦の
Initiator's,一番槍の
Instigator's,扇動者の
Ambusher's,待ち伏せる
Assassin's,暗殺者の
Invader's,侵略者の
Attacker's,攻撃者の
Raider's,略奪者の
Marauder's,襲撃者の
Tresspassing,侵入する
Intruding,侵害する
Invading,侵略する
Storming,襲撃する
Robber's,強盗の
Ruffian's,ごろつきの
Enforcer's,用心棒の
Scout's,斥候の
Poacher's,密猟者の
Sniper's,スナイパーの
Witch's,魔女の
Shrewd,抜け目ない
Tasteful,趣味の良い
Cultured,教養ある
Sophisticated,気品ある
Pickpocket's,スリの
Thief's,盗賊の
Looter's,漁り屋の
Ransacker's,漁り屋の
Rookie's,新人の
Professional's,プロの
Boss',ボスの
Devious,ずる賢い
Wiley,狡猾な
Elusive,身躱しの
Untouchable,触れられぬ
Lockpick's,錠前破りの
Herculean,怪力の
Revealing,露出させる
Mental,精神的な
Dismantling,解体する
Lithe,しなやかな
Spy's,スパイの
Ingenious,独創的な
Simple,単純な
Complicated,煩雑な
Complex,複雑な
Specialised,特化した
Expert's,専門家の
Master's,主君の
Hampering,邪魔立てする
Hindering,妨害する
Customer's,顧客の
Client's,依頼人の
Patron's,パトロンの
Sponsor's,スポンサーの
of Personality,人格の
of Presence,存在感の
of Charm,魅力の
of Charisma,カリスマの
of Bartering,物々交換の
of Negotiating,交渉の
of Greed,強欲の
of Efficiency,効率の
of Shortcuts,近道の
of Bypasses,抜け道の
of Passage,通過の
of Muffling,静音の
of Stealth,隠密の
of Quiet,静けさの
of Silence,静寂の
of Reaction,反応の
of Response,対応の
of Reciprocation,往復の
of Retaliation,報復の
of Subduing,制圧の
of Subjugating,征服の
of Suppressing,抑制の
of Muzzling,口封じの
of Stifling,抑止の
of Muting,口塞ぎの
of Assassination,暗殺の
of Appeasing,鎮静の
of Mollifying,諌めの
of Placating,慰撫の
of Pacifying,鎮圧の
of Defusing,解体の
of Disarming,無力化の
of Disabling,解除の
of Deactivating,機能停止の
of Planning,計画の
of Choreography,舞踏術の
of Startling,呆気の
of Surprise,驚きの
of Astonishment,驚愕の
of Advantage,優位の
of Dominance,圧倒の
of Needling,突き刺しの
of Stinging,穿刺の
of Rupturing,破裂の
of Aid,援護の
of Coordination,協力の
of Cooperation,協力の
of Gossip,噂話の
of Disclosure,開示の
of Discovery,発見の
of Revelation,天啓の
of Gentleness,優しさの
of Subtlety,巧妙さの
of Cunning,狡猾さの
of Ingenuity,工夫の
of Aplomb,落ち着きの
of Discount,割引の
of Reduction,値引きの
of Concession,譲歩の
of Markdown,値下げの
of the Cache,隠し場所の
of the Stash,保管場所の
of the Stockpile,備蓄の
of the Hoard,貯蔵庫の
of Glimmering,瞬きの
of Glittering,煌きの
of Dazzling,輝きの
of Paths,道々の
of Locations,立地の
of Maps,地図の
of the Atlas,世界地図の
of Guiding,案内の
of Charting,地図作成の
of Navigating,ナビゲーションの
of Helmsmanship,操舵術の
of Fragments,断片の
of Pieces,欠片の
of Puzzles,パズルの
of Assembly,組み立ての
of Cards,カードの
of Decks,デッキの
of Collections,コレクションの
of Compendiums,概論の
of Confusion,混乱の
of Uncertainty,不確実性の
of Voices,声々の
of Insanity,狂気の
of Spores,胞子の
of Fungi,菌類の
of Infestation,蔓延の
of the Blight,ブライトの
of Whispering,囁きの
of Weeping,嘆きの
of Screaming,絶叫の
of Deafening,慟哭の
of the Tear,破れ目の
of the Breach,裂け目の
of the Domain,領域の
of Polish,研磨の
of Gilding,箔押しの
of Wings,翼の
of Powders,粉の
of Reactants,反応剤の
of Concatenation,連結の
of Catalysts,触媒の
of the Few,少きの
of the Many,多きの
of the Countless,征伐の
of the Legion,軍団の
of Blessings,祝福の
of Consecrations,聖別の
of Anointments,塗油の
Lucky,幸運な
of Superstition,迷信の
of the Skunk,スカンクの
of the Conger,アナゴの
of the Deer,鹿の
of the Urchin,ウニの
Superior,優れた
Anomalous,特異な
Divergent,逸脱した
of Organised Chaos,組織的な混沌の
of Ransacked Relics,略奪された遺物の
of Formidable Shrines,恐ろしい神殿の
of the Pantheon,神殿の
of Collective Stasis,集合する静止の
of Crystal Prisons,結晶の牢獄の
of Cascading Fortunes,次々と迫る富の
of Hidden Behemoths,隠れしベヒモスの
of Demonic Onslaught,悪魔的襲来の
of Grasping Hands,握る手の
of Self-Possession,冷静の
of Tormented Souls,苦しめられた魂の
of Survivor's Guilt,生存者の罪悪感の
of Phaaryl,ファーアリルの
of Harvest Beasts,収穫の獣の
of the Menagerie,怪獣園の
of Bounty Hunters,賞金稼ぎの
of the Sacred Grove,聖なる木立の
of Chasms,裂け目の
Honourable,名誉ある
Moral,道徳的な
Principled,高潔な
Respected,尊敬される
Revitalising,活力を与える
Galvanising,激励する
Enlivening,英気を与える
Emboldening,大胆な
Brightening,輝ける
of Dampening,湿気の
of Soaking,浸漬の
of Drenching,びしょ濡れの
of Saturating,飽和の
of Flowing,流れの
of Charity,慈善の
of Diplomacy,外交の
of Empowerment,与力の
of Championship,優勝者の
of Refreshment,爽快の
of Youth,若さの
of Freshness,新鮮さの
of Bloom,開花の
Commoner's,平民の
Dekhara's,デカーラの
Sekhema's,セケマの
Divinity's,神の
of the Well,井戸の
of the Fountain,泉源の
of the Oasis,オアシスの
of Progress,進歩の
of Advancement,進捗の
of Headway,前進の
of Betterment,改善の
of Illumination,照明の
of Clairvoyance,透視の
of Dignity,威厳の
of Prestige,威光の
of Honour,名誉の
Crushing,潰滅する
Annihilating,殲滅する
Transgressor's,違反者の
Violator's,侵入者の
Disgrace's,面汚しの
Usurper's,簒奪者の
Regicidal,国王殺しの
Plentiful,多量の
Cornucopic,豊穣の
Bulwark,防塁の
Bastion,稜堡の
Citadel,城塞の
Aegis,神盾の
Vanguard,先鋒の
Phalanx,ファランクスの
of Learning,学びの
of Investigation,調査の
Light-footed,足早な
Acrobatic,曲芸的な
Limber,しなやかな
Swift,迅速な
Hasted,急な
of Lunging,飛び出しの
of Eluding,回避の
of Unyielding,不屈の
of Unrelenting,不休の
of the Pathfinder,先駆者の
of Tenacity,頑固一徹の
of Unwavering,確固不動の
Pilferer's,コソ泥の
Picklock's,鍵開け師の
of Donation,寄贈の
of Entrusting,信託の
of Bestowing,授与の
of Bequeathing,遺贈の
Time-warping,時を渡る
Chronomancy,クロノマンシー
Temporal,時間の
of Worth,価値の
of Deserving,相応しい
of Justification,正当化の
of Entitlement,権利の
of Merit,長所の
of Excellence,優等の
of Brilliance,才気の
of Access,接近の
of Admission,入場の
of Entry,参加の
of Entrance,入口の
Cheater's,いかさま師の
Enhancing,向上する
Reforging,再び鍛える
Upgrading,改善の
of Cremation,火葬の
of Glaciation,氷結の
of Hexing,呪いの
of Chaos,混沌の
of Acceleration,加速の
of Bolstering,補強の
of Wasting,衰萎の
of Defencelessness,無防備の
of Suffocation,酸欠の
Alchemist's,錬金術師の
Greater Regal,王者大の
Perfect Regal,王者完全の
Greater Chaotic,カオス大の
Perfect Chaotic,カオス完全の
Vaal,ヴァールの
Exalted,高貴の
Greater Exalted,高貴大の
Perfect Exalted,高貴完全の
Null,無効な
Chancing,可能性の
Armourer's,鎧鍛冶の
Blacksmith's,鍛冶屋の
Arcanist's,秘術師の
Glassblower's,ガラス吹きの
Gemcutter's,宝石職人の
Lightless,ライトレス
of Ulaman,ウラマンの
of Amanamu,アマナムの
of Kurgal,クルガルの
Ulaman's,ウラマンによる
Amanamu's,アマナムによる
Kurgal's,クルガルによる
of Champions,戦士たちの
of Escalation,激化の
of the Depths,深淵の
of Hollows,空洞の
of Schisms,分裂の
of Dark Power,暗黒の力の
of Ossification,骨化の
of the Wild,野生の
Bestial,獣的な
Overgrown,生い茂る
Shadow's,シャドウの
Templar's,テンプラーの
Spellslinger's,スペルスリンガーの
Sorcerer's,ソーサラーの
Disciple's,信奉者の
Ritualist's,リチュアリストの
Royal,王族の
Breach,ブリーチの
Expedition,エクスペディションの
Delirium,デリリウムの
Ritual,リチュアルの
Abyss,アビスの
Atziri's Temple,アッツィリの神殿の
Irradiated,照射された
Overseer's,監視者の
Chaos,カオスの
Transmutation,変成の
Augmentation,増強の
Protected,守られし
Walker's,歩む者の
Exploiter's,付与者の
Tul's,トゥルの
Uul-Netol's,ウール・ネトルの
of Xoph,ゾフの
of Esh,エシュの
of Scattering,散乱の
of Amplification,増幅の
of Expectation,期待の
Dedicated,献身的な
of Multitudes,無数の
Scratching,かきむしる
Contaminating,汚染する
of Punctuality,遅滞ない
of Invigoration,活気づける
of the Cabal,陰謀団の
Storm Chaser's,嵐追いの
Fire Breather's,火吹きの
Tempest Rider's,嵐乗りの
Soul Stealer's,魂盗みの
Burdensome,面倒な
of Vastness,広大さの
of Lancing,貫きの
Erupting,噴火の
Energising,激励する
Glacial,氷河の
Unshackling,解放する
of Reverberation,反響の
of Imbuing,注入の
of Exertion,行使の
of Unending,終わらぬ
Instructor's,講師の
Monstrous,怪物の
Underling's,配下の
of Coherence,結合の
of Ravaging,破壊の
of Binding,束縛の
Verisium,ヴェリシウムの
of the Stars,星々の
Katla's,カトラの
of Decay,腐敗の
Kolr's,コールの
of the Hunt,狩りの
Hustler's,詐欺師の
Conniver's,共謀者の
Schemer's,策士の
Plotter's,策謀者の
Conspirator's,陰謀者の
Manipulator's,操る者の
Puppeteer's,人形師の
of Persuasion,説得の
of Pressure,圧力の
of Coercion,強要の
of Compulsion,強制の
of Numbness,痺れの
of Dullness,鈍さの
of Desensitisation,鈍感化の
of Conditioning,調整の
of Management,管理の
of Pricking,針刺の
of Gouging,くり抜きの
of Lacinating,突き刺しの
of Purging,除去の
of Elimination,除外の
of Devastation,破滅の
of Eradication,殲滅の
of Extinction,絶滅の
Bearing,我慢する
Bracing,身構える
Toughening,硬化する
Reinforcing,強化する
Bolstering,補強する
Fortifying,堅牢化する
Rousing,目覚める
Waking,覚醒する
Restless,止まらぬ
Guide's,案内人の
Lookout's,見張りの
Watcher's,番人の
Sentry's,衛兵の
Shepherd's,羊飼いの
Custodian's,管理人の
of Clutching,掴みの
of Grappling,組み付きの
of Seizing,確保の
of Tradition,伝統の
of Observance,観察の
of the Rite,儀式の
of Ceremony,式典の
of Liturgy,典礼の
of Scurrying,小走りの
of Bustling,奔走の
of Trampling,蹂躙の
of Storming,急襲の
of Stampeding,踏み荒らしの
Thoughtful,思慮深い
Considerate,思いやる
Astute,明敏な
Sagacious,賢明な
Calculating,計算高い
Eager,熱心な
Enthusiastic,熱意ある
Spirited,活気ある
Passionate,情熱的な
Activating,起動する
Stimulating,刺激する
Awakening,覚醒させる
Elevating,高める
Exhilarating,鼓舞する
Taxing,負担をかける
Draining,消耗させる
Exhausting,疲労させる
Enervating,弱体させる
of Accumulation,蓄積の
of Proliferation,増殖の
of Expansion,拡張の
of Magnification,拡大の
of Multiplication,倍加の
of Hurrying,駆け足の
of Quickening,急行の
of Accelerating,加速の
Condemning,糾弾する
Maledicting,祟る
Dooming,破滅させる
of Jordan,ジョーダンの
of Analysis,分析の
of Experimentation,実験の
of Understanding,理解の
of Receiving,受容の
of Collecting,収集の
of Amassing,蓄積の
of Absorbing,吸収の
of Engulfing,飲み込みの
Imagninative,想像的な
Inventive,独創的な
Pioneering,開拓する
Trailblazing,先駆する
Baleful,有害な
Pestilent,疫病の
of the Soul,魂の
Uhtred's,ウートレドの
Medved's,メドヴェドの
Vorana's,ヴォラナの
of the Berserker,バーサーカーの
Thrud's,スラッドの
Humble,謙虚な
Titan's,タイタンの
Bladesmith's,ブレードスミスの
Deadeye's,デッドアイの
Tactician's,タクティシャンの
Huntress',ハントレスの
Fletcher's,フレッチャーの
Body,体の
Helmet,兜の
Glove,手袋の
Boot,靴の
Shield,盾の
Belt,ベルトの
ANY MONSTER,モンスター
Feral Primate,凶暴な猿
Alpha Primate,ボス猿
Testling,テストリング
Porcupine Goliath,ポーキュパイン・ゴライアス
Totem,トーテム
Mortar Cannon,モルタルキャノン
Bramble Burrower,ブランブル・バーロワー
Spire Burrower,スパイア・バーロワー
Bramble Rhoa,ブランブル・ロア
Raging Spirit,レイジングスピリット
Daemon,デーモン
Double,ダブル
Placeholder 1,プレースホルダー 1
Placeholder 2,プレースホルダー 2
Placeholder 3,プレースホルダー 3
Placeholder 4,プレースホルダー 4
Boring,ボーリング
Clone,クローン
Mirage,ミラージュ
Invisible,不可視
Volatile Core,ボラタイルコア
Coconut Crab,ヤシガニ
Mirage Saviour,救世主の分身
The Crowbell,クロウベル
The Black Crow,ブラッククロウ
Frost Wraith,フロストレイス
Tempest Wraith,テンペストレイス
Lightning Wraith,ライトニングレイス
The Executioner,処刑人
Incarnation of Death,死の権化
Iron Thaumaturgist,鋼鉄の魔術師
Iron Guard,鋼鉄の護衛
Iron Spearman,鋼鉄の槍兵
Iron Sharpshooter,鋼鉄の狙撃手
Iron Enforcer,鋼鉄の執行者
The Devourer,デヴァウラー
"Gorian, the Moving Earth",動く大地、ゴリアン
Fungal Zombie,真菌性のゾンビ
Fungal Proliferator,真菌増殖因子
Mud Simulacrum,泥の像
Living Sand,生ける砂
The Bloated Miller,腐乱した粉屋
"Tierney, the Hateful",憎む者、ティアニー
"Murtagh, the Engorged",肥大したマータ
"Colm, the Rancorous",怨嗟のコルム
"Lachlann, Ezomyte Rebel",エゾマイトの反逆者、ラクラン
Lachlann of Endless Lament,終わりなき悲嘆のラクラン
"Connal, the Tormented",苦悩する者、コンナル
"Isabel, Mourning Wife",嘆く妻、イザベル
"Calum, Weeping Child",涙ぐむ子、カラム
"Torcall, Sobbing Child",すすり泣く子、ターコール
Porcupine Crab,棘ガニ
Venomous Crab,ヴェナマスクラブ
Venomous Crab Matriarch,ヴェナマスクラブ・メイトリアーク
Quill Crab,針ガニ
Drowned,溺死体
Lumbering Dead,のろまな死体
Vile Imp,邪悪なインプ
Vile Hag,邪悪なハグ
Beira of the Rotten Pack,腐りし群れのベイラ
"Riona, Winter's Cackle",冬の笑声、リオナ
"Gelida, the Frost-Tongue",霜舌のゲリダ
"Rael, the Frost Hand",霜手のラエル
Isolde of the White Shroud,白き死衣のイゾルデ
River Hag,川のハグ
Fungal Rattler,ファンガル・ラトラー
Wretched Rattler,レッチド・ラトラー
Flesh Larva,肉幼虫
The Brood Queen,抱卵の女王
Pack Werewolf,パック・ウェアウルフ
Voracious Werewolf,貪欲なウェアウルフ
Werewolf Prowler,ウェアウルフ・プロウラー
Tendril Prowler,テンドリル・プロウラー
Hungering Stalker,餓えたストーカー
The Rust King,錆の王
"Gozen, Rebellious Rustlord",反逆のラストロード、ゴゼン
Courtesan,高級娼婦
Blood Carrier,血の運び屋
Blood Cretin,血のクレチン
Blood Collector,血の回収者
Death Knight,死の騎士
Gargoyle Demon,ガーゴイル・デーモン
Decrepit Mercenary,老残の傭兵
Rotting Crow,腐った烏
Bramble Hulk,茨の大男
Ghoul Commander,グール・コマンダー
"Xyclucian, the Chimera",キメラ、ザイクルシアン
"Xilozoma, the Maw-Beast",口の獣、シロゾーマ
Stone Pillar,石柱
"Uxmal, the Beastlord",ビーストロード、ウクスマル
"Gressor-Kul, the Apex",頂点、グレッサー・クル
Scourge of the Skies,空のスカージ
Flesh Pup,肉の子犬
"Chetza, the Feathered Plague",羽を持つ疫病、チェツァ
Plagueling,プレイグリング
Hatchling,孵化した幼虫
Skulking Ghoul,こそこそするグール
Rust Skeleton,錆のスケルトン
Risen Maraketh,蘇ったマラケス人
Ancient Ezomyte,古代のエゾマイト人
Fungal Artillery,真菌の砲兵
Undertaker,アンダーテーカー
Burdened Wretch,重荷を背負いし哀れな者
Bearer of Penitence,後悔の担い手
Maw Demon,モーデーモン
Bone Stalker,ボーンストーカー
Tendril Sentinel,テンドリルセンチネル
Hungry Wolf,餓えた狼
Rotten Wolf,腐った狼
Fungal Wolf,真菌の狼
Risen Rattler,リズン・ラトラー
Bloom Serpent,ブルームサーペント
Risen Farmhand,蘇った農家
Burning Dead,燃えている死体
Bramble Ape,ブランブルエイプ
"Azarian, the Forsaken Son",見捨てられた息子、アザリアン
"Hask, the Fallen Son",堕ちし息子、ハスク
"Zalmarath, the Colossus",巨像、ザルマラス
"Vastweld, the Colossal Guardian",巨大な守護者、ヴァストウェルド
Risen Arbalest,リズン・アルバレスト
"Balbala, the Traitor",裏切り者、バルバラ
"Pirasha, the Forgotten Prisoner",忘れ去られた囚人、ピラシャ
Spirit of Balbala,バルバラの霊魂
Spirit of Pirasha,ピラシャの霊魂
Skitter Golem,スキッターゴーレム
Skittering Stone,這いまわる石
Faridun Plaguebringer,ファリドゥンのプレイグブリンガー
Faridun Swordsman,ファリドゥンの剣士
Faridun Spearman,ファリドゥンの槍兵
Faridun Heavy Infantry,ファリドゥンの重装歩兵
Faridun Spearwoman,ファリドゥンの女槍兵
Faridun Bladedancer,ファリドゥンのブレードダンサー
Faridun Javelineer,ファリドゥンの投槍兵
Faridun Infantry,ファリドゥンの歩兵
Faridun Neophyte,ファリドゥンの新兵
Faridun Fledgling,ファリドゥンの新入り
Faridun Wind-slicer,ファリドゥンの風斬り刀
Rhex,レックス
Armoured Rhex,装甲レックス
Faridun Butcher,ファリドゥンのブッチャー
Sekhema Asala,セケマのアサラ
Jado,ジャド
Chyme Skitterer,糜粥のスキッタラー
Abyss Fish,深淵の魚
"Uhtred, Covetous Traitor",強欲な反逆者、ウートレド
"Vorana, Last to Fall",最後に倒れし者、ヴォラナ
Vorana Volatile,ヴォラナ・ボラタイル
Farrow,ファロウ
Gwennen,グウェネン
Unearthed Skeletal Swordsman,発掘されたスケルトン剣士
Unearthed Skeletal Warrior,発掘されたスケルトン戦士
Unearthed Skeletal Archer,発掘されたスケルトン射手
Unearthed Zombie,発掘されたゾンビ
Unearthed Icebearer,発掘されたアイスベアラー
Unearthed Rampager,発掘された暴漢
Unearthed Berserker,発掘されたバーサーカー
Unearthed Crawler,発掘されたクローラー
Unearthed Runecaster,発掘されたルーンキャスター
Unearthed Soldier,発掘された兵士
Unearthed Urchin,発掘された浮浪児
Black Scythe Arbalest,黒鎌のアルバレスト
Knight of the Sun,太陽の騎士
Runed Knight,ルーンの騎士
Priest of the Chalice,杯の祭司
Druid of the Broken Circle,断たれた円環のドルイド
Druidic Familiar,ドルイドの使い魔
Black Scythe Mercenary,黒鎌の傭兵
Order Ostiary,秩序の守門
"Olroth, Origin of the Fall",破滅の元凶、オルロス
The Triskelion Flame,トリスケリオンフレイム
Creeping Fire,忍び寄る火
Apparition Orb,亡霊のオーブ
Dannig,ダニグ
Rog,ログ
Tujen,トゥージェン
Tornado,トルネード
Volatile Orchard,ボラタイルオーチャード
Volatile Rock,ボラタイルロック
Flame Volatile,フレイム・ボラタイル
Living Crystal,リビングクリスタル
Skeleton Spriggan,スケルトン・スプリガン
Treant,トレント
Black Strider,黒のストライダー
Ashen Arachnid,灰のアラクニド
Vault Lurker,宝物庫の待ち伏せ
Sabre Spider,セイバースパイダー
Adorned Beetle,飾られた甲虫
Tarnished Beetle,色褪せた甲虫
Adorned Scarab,飾られたスカラベ
Tarnished Scarab,色褪せたスカラベ
Gilded Beetle,金ピカの甲虫
The Ninth Treasure of Keth,ケスの第九の財宝
The Rain Festival Beetle,雨祭りの甲虫
Desert Hulk,砂漠の大男
Forsaken Hulk,見捨てられた大男
Cart Wheel,カート・ホイール
Rotting Hulk,腐った大男
Bog Hulk,沼地の大男
Sandscoured Dead,砂に洗われた死体
Serpent Clan,サーペント族
Quake Golem,クエイクゴーレム
Stone Wall,石の壁
"Rattlecage, the Earthbreaker",大地を砕く者、ラトルケージ
"Volkhar, the Emberborn",残り火より生まれし者、ヴォルカー
"Magmanore, the Molten",溶けし者、マグマノア
"Sulphirox, the Voltaxic",ボルタキシック、サルフィロックス
"Ekbab, Ancient Steed",古代の戦象、エクバブ
The Bone Colossus,骨の巨像
Hyena Demon,ハイエナ・デーモン
Sun Clan Scavenger,太陽の部族のスカベンジャー
Rathbreaker,ラスブレイカー
"Caedron, the Hyena Lord",ハイエナロード、カエドロン
Brimstone Crab,ブリムストーンクラブ
Caustic Crab,コースティッククラブ
Cinderback Crab,シンダーバッククラブ
Risen Magi,リズン・マギ
Censer,香炉
Regurgitating Vulture,吐き戻すハゲタカ
"Jamanra, the Risen King",復活した王、ジャマンラ
"Ishtaroth, the Perennial",永期なるイシュタロス
Vile Idol,邪悪な像
Crag Leaper,岩山のリーパー
Dread Servant,ドレッドサーバント
Desiccated Lich,干からびたリッチ
Desiccated Lich Summoner,乾燥したリッチの召喚者
Mar Acolyte,マー・アコライト
Winged Fiend,有翼の悪霊
Boulder Ant,巨石の蟻
Lost-men Zealot,ロストメン・ゼロット
Lost-men Brute,ロストメン・ブルート
Gilded Cobra,金ピカのコブラ
Ardura Homeguard,アードゥラ・ホームガード
Emal,エマール
Tanim,タニム
Terracotta Soldier,テラコッタの兵士
Carrion Reaper,キャリオンリーパー
Lost-men Subjugator,ロストメン・サブジュゲーター
Drudge Osseodon,ドルージ・オッセオドン
Lost-men Necromancer,ロストメン・ネクロマンサー
Skullslinger,スカルスリンガー
Ribrattle,リブラトル
Spinesnatcher,スパインスナッチャー
Serpent Shaman,サーペントシャーマン
"Kabala, Constrictor Queen",大蛇の女王、カバラ
"Manassa, the Serpent Queen",サーペントクィーン、マナッサ
Bewitching Serpent,魔性のヘビ
Bone Wall,骨の壁
"Iktab, the Deathlord",死の王、イクタブ
Lord of the Pit,大穴の領主
Sandflesh Skeleton,サンドフレッシュ・スケルトン
Sandflesh Warrior,サンドフレッシュ・ウォーリアー
Sandflesh Mage,サンドフレッシュ・メイジ
Rasp Scavenger,耳障りなスカベンジャー
Tombshrieker,トゥームシュレイカー
Demon Magus,デーモンマガス
Vesper Bat,宵の蝙蝠
Sand Spirit,砂の霊魂
"Navira, the Last Mirage",最期の蜃気楼、ナヴィラ
"Ruzhan, the Blazing Sword",灼熱の剣、ルザン
"Kelari, the Tainted Sands",汚染された砂、ケラリ
Vril Apparition,ヴリィルの幻影
