source,translation
Cannot gain Life during effect,効果中はライフを獲得することができない
{0}% increased Charges gained by Other Flasks during Effect,効果中は他のフラスコが獲得するチャージ量が{0}%増加する
{0}% increased Effect of Poison from Critical Hits during Effect,効果中にクリティカルヒットによる毒の効果が{0}%増加する
{0}% reduced Effect of Poison from Critical Hits during Effect,効果中にクリティカルヒットによる毒の効果が{0}%減少する
{0}% increased Critical Hit Chance against Enemies on Consecrated Ground during Effect,効果中は神聖領域の上にいる敵に対するクリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance against Enemies on Consecrated Ground during Effect,効果中は神聖領域の上にいる敵に対するクリティカルヒット率が{0}%減少する
{0}% increased Damage Over Time during Effect,効果中は継続ダメージが{0}%増加する
{0}% reduced Damage Over Time during Effect,効果中は継続ダメージが{0}%減少する
{0}% increased Damage with Hits against Demons during Effect,効果中はデーモンに対するヒットダメージが{0}%増加する
{0}% reduced Damage with Hits against Demons during Effect,効果中はデーモンに対するヒットダメージが{0}%減少する
{0}% increased Damage taken from Demons during Effect,効果中はデーモンから受けるダメージが{0}%増加する
{0}% reduced Damage taken from Demons during Effect,効果中はデーモンから受けるダメージが{0}%減少する
Gain {0}% of Elemental Damage as Extra Chaos Damage during effect,フラスコ効果中は元素ダメージの{0}%を追加混沌ダメージとして獲得する
{0}% increased Quantity of Items found during Effect,効果中は見つかるアイテムの数量が{0}%増加する
"Immunity to Freeze, Chill, Curses and Stuns during Effect",効果中は凍結、冷却、呪いおよびスタンに対する完全無効化を獲得する
{0}% increased Light Radius during Effect,効果中は光半径が{0}%増加する
Skills Cost no Mana during Effect,効果中はプレイヤーのスキルはマナをコストとして消費しない
Gain {0}% of Physical Damage as Extra Chaos Damage during effect,フラスコ効果中は物理ダメージの{0}%を追加混沌ダメージとして獲得する
{0}% to Elemental Resistances during Effect,効果中は元素耐性 {0}%
{0}% increased Critical Hit Chance with Vaal Skills during effect,フラスコ効果中はヴァールスキルのクリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance with Vaal Skills during effect,フラスコ効果中はヴァールスキルのクリティカルヒット率が{0}%減少する
{0}% increased Damage with Vaal Skills during effect,フラスコ効果中はヴァールスキルのダメージが{0}%増加する
{0}% reduced Damage with Vaal Skills during effect,フラスコ効果中はヴァールスキルのダメージが{0}%減少する
Vaal Skills deal {0}% more Damage during Effect,フラスコ効果中はヴァールスキルのダメージが{0}%上昇する
Vaal Skills deal {0}% less Damage during Effect,フラスコ効果中はヴァールスキルのダメージが{0}%低下する
Vaal Skills used during effect do not apply Soul Gain Prevention,フラスコ効果中は使用されたヴァールスキルはソウル獲得不能にならない
Non-Aura Vaal Skills require {0}% increased Souls Per Use during Effect,フラスコ効果中はオーラ以外のヴァールスキルは1回の使用に必要なソウル量が{0}%増加する
Non-Aura Vaal Skills require {0}% reduced Souls Per Use during Effect,フラスコ効果中はオーラ以外のヴァールスキルは1回の使用に必要なソウル量が{0}%減少する
Vaal Skills used during effect have {0}% increased Soul Gain Prevention Duration,フラスコ効果中は使用されたヴァールスキルのソウル獲得不能の持続時間が{0}%増加する
Vaal Skills used during effect have {0}% reduced Soul Gain Prevention Duration,フラスコ効果中は使用されたヴァールスキルのソウル獲得不能の持続時間が{0}%減少する
{0}% more Melee Physical Damage during effect,フラスコ効果中は近接物理ダメージが{0}%上昇する
Take {0} Chaos Damage per Second during Effect,効果中は毎秒{0}の混沌ダメージを受ける
Enemies Ignited by you during Effect take {0}% increased Damage,効果中はプレイヤーが発火を付与した敵が受けるダメージが{0}%増加する
Enemies Ignited by you during Effect take {0}% reduced Damage,効果中はプレイヤーが発火を付与した敵が受けるダメージが{0}%減少する
Recover {0}% of maximum Life when you kill an enemy during Effect,効果中はプレイヤーが敵を倒すとライフの{0}%を回復する
Recover {0}% of maximum Mana when you kill an enemy during Effect,効果中はプレイヤーが敵を倒すとマナの{0}%を回復する
Recover {0}% of maximum Energy Shield when you kill an enemy during Effect,効果中はプレイヤーが敵を倒すとエナジーシールドの{0}%を回復する
"{0}% increased Attack, Cast and Movement Speed during Effect",効果中はアタックスピード、キャストスピードおよび移動スピードが{0}%増加する
"{0}% reduced Attack, Cast and Movement Speed during Effect",効果中はアタックスピード、キャストスピードおよび移動スピードが{0}%減少する
"Increase Attack, Cast and Movement Speed by {0}% every second during Effect",効果中はアタックスピード、キャストスピードおよび移動スピードが1秒ごとに{0}%増加する
"Reduce Attack, Cast and Movement Speed {0}% every second during Effect",効果中はアタックスピード、キャストスピードおよび移動スピードが1秒ごとに{0}%減少する
Prevents Death during Effect,効果中は死を防止する
"During Effect, {0}% increased Damage taken of each Element for which your Uncapped Elemental Resistance is lowest",効果中はプレイヤーの最大値に制限されない元素耐性が最低となっている元素属性から受けるダメージが{0}%増加する
"During Effect, {0}% reduced Damage taken of each Element for which your Uncapped Elemental Resistance is lowest",効果中はプレイヤーの最大値に制限されない元素耐性が最低となっている元素属性から受けるダメージが{0}%減少する
"During Effect, Damage Penetrates {0}% Resistance of each Element for which your Uncapped Elemental Resistance is highest",効果中はプレイヤーの最大値に制限されない元素耐性が最大となっている元素のダメージが{0}%の元素耐性を貫通する
Gains no Charges during Effect,効果中はフラスコチャージを獲得できない
Gains no Charges during Effect of any Overflowing Chalice Flask,満ち溢れている杯フラスコ効果中はフラスコチャージを獲得できない
Gains no Charges during Effect of any Soul Ripper Flask,ソウル・リッパーフラスコ効果中はフラスコチャージを獲得できない
Zealot's Oath during Effect,効果中はゼロッツオースを獲得する
Eldritch Battery during Effect,効果中はエルドリッチバッテリーを獲得する
Monster Level: {0},モンスターレベル: {0}
Passives in Radius can be Allocated without being connected to your tree,範囲内のパッシブはツリーと繋げることなく割り当てることができる
Uses both hand slots,両手のスロットを使用する
{0}% increased Magnitude of Bleeding inflicted with this Weapon,この武器で付与した出血の強度が{0}%増加する
{0}% reduced Magnitude of Bleeding inflicted with this Weapon,この武器で付与した出血の強度が{0}%減少する
Cannot be used with Chaos Inoculation,カオスイノキュレイションとともに使用することができない
{0} Dexterity Requirement,器用さの装備条件 {0}
{0}% increased Dexterity Requirement,器用さの装備条件が{0}%増加する
{0}% reduced Dexterity Requirement,器用さの装備条件が{0}%減少する
No Dexterity Requirement,器用さの装備条件がない
{0} Intelligence Requirement,知性の装備条件 {0}
{0}% increased Intelligence Requirement,知性の装備条件が{0}%増加する
{0}% reduced Intelligence Requirement,知性の装備条件が{0}%減少する
No Intelligence Requirement,知性の装備条件がない
{0} reduced Level Requirement,レベルの装備条件が{0}減る
Has no Attribute Requirements,能力値の装備条件がない
Has no Energy Shield,エナジーシールドがない
{0}% increased Magnitude of Poison inflicted with this Weapon,この武器で付与した毒の強度が{0}%増加する
{0}% reduced Magnitude of Poison inflicted with this Weapon,この武器で付与した毒の強度が{0}%減少する
{0} Strength and Intelligence Requirement,筋力と知性の装備条件 {0}
{0} Strength Requirement,筋力の装備条件 {0}
{0}% increased Strength Requirement,筋力の装備条件が{0}%増加する
{0}% reduced Strength Requirement,筋力の装備条件が{0}%減少する
No Strength Requirement,筋力の装備条件がない
"Has {0} to {1} Physical damage, {2} to {3} per Boss's Face Broken",{0}から{1}の物理ダメージ、ぶちのめしたボスの顔ごとに{2}から{3}を持つ
"Has {0} to {1} Fire damage, {2} to {3} per Boss's Face Broken",{0}から{1}の火ダメージ、ぶちのめしたボスの顔ごとに{2}から{3}を持つ
No Physical Damage,物理ダメージを持たない
{0}% increased Physical Damage,物理ダメージが{0}%増加する
{0}% reduced Physical Damage,物理ダメージが{0}%減少する
Adds {0} to {1} Physical Damage,{0}から{1}の物理ダメージを追加する
Adds {0} to {1} Fire Damage,{0}から{1}の火ダメージを追加する
Adds {0} to {1} Cold Damage,{0}から{1}の冷気ダメージを追加する
Adds {0} to {1} Lightning Damage,{0}から{1}の雷ダメージを追加する
{0} to Accuracy Rating,命中力 {0}
{0}% increased Movement Speed,移動スピードが{0}%増加する
{0}% reduced Movement Speed,移動スピードが{0}%減少する
{0}% increased Skill Speed,スキルスピードが{0}%増加する
{0}% reduced Skill Speed,スキルスピードが{0}%減少する
{0}% Chance to Block,ブロック率 {0}%
{0}% increased Block chance,ブロック率が{0}%増加する
{0}% reduced Block chance,ブロック率が{0}%減少する
{0} to Armour,アーマー {0}
{0} to Evasion Rating,回避力 {0}
Has {0} to Evasion Rating per player level,プレイヤーレベルごとに回避力 {0}を持つ
{0} to maximum Energy Shield,最大エナジーシールド {0}
Has {0} to maximum Energy Shield per player level,プレイヤーレベルごとに最大エナジーシールド {0}を持つ
{0} to maximum Runic Ward,最大ルーンワード {0}
{0}% increased Armour,アーマーが{0}%増加する
{0}% reduced Armour,アーマーが{0}%減少する
Has {0} to maximum Runic Ward per player level,プレイヤーレベルごとに最大ルーンワード {0}を持つ
{0}% increased Evasion Rating,回避力が{0}%増加する
{0}% reduced Evasion Rating,回避力が{0}%減少する
{0}% increased Energy Shield,エナジーシールドが{0}%増加する
{0}% reduced Energy Shield,エナジーシールドが{0}%減少する
{0}% increased Armour and Evasion,アーマーおよび回避力が{0}%増加する
{0}% reduced Armour and Evasion,アーマーおよび回避力が{0}%減少する
{0}% increased Armour and Energy Shield,アーマーおよびエナジーシールドが{0}%増加する
{0}% reduced Armour and Energy Shield,アーマーおよびエナジーシールドが{0}%減少する
{0}% increased Evasion and Energy Shield,回避力およびエナジーシールドが{0}%増加する
{0}% reduced Evasion and Energy Shield,回避力およびエナジーシールドが{0}%減少する
{0}% more Global Evasion Rating and Energy Shield,グローバル回避力およびエナジーシールドが{0}%上昇する
{0}% less Global Evasion Rating and Energy Shield,グローバル回避力およびエナジーシールドが{0}%低下する
"{0}% increased Armour, Evasion and Energy Shield",アーマー、回避力およびエナジーシールドが{0}%増加する
"{0}% reduced Armour, Evasion and Energy Shield",アーマー、回避力およびエナジーシールドが{0}%減少する
{0}% increased Runic Ward,ルーンワードが{0}%増加する
{0}% reduced Runic Ward,ルーンワードが{0}%減少する
{0} to Spirit,スピリット {0}
{0}% increased Spirit,スピリットが{0}%増加する
{0}% reduced Spirit,スピリットが{0}%減少する
Adds {0} to {1} Physical Damage to Attacks,{0}から{1}の物理ダメージをアタックに追加する
Adds {0} to {1} Fire damage to Attacks,{0}から{1}の火ダメージをアタックに追加する
Adds {0} to {1} Cold damage to Attacks,{0}から{1}の冷気ダメージをアタックに追加する
Adds {0} to {1} Lightning damage to Attacks,{0}から{1}の雷ダメージをアタックに追加する
Attacks Gain {0}% of Damage as Extra Physical Damage,アタックはダメージの{0}%を追加物理ダメージとして獲得する
Gain {0}% of Damage as Extra Fire Damage,ダメージの{0}%を追加火ダメージとして獲得する
Gain {0}% of Damage as Extra Fire Damage with Spells,スペルによるダメージの{0}%を追加火ダメージとして獲得する
Attacks Gain {0}% of Damage as Extra Fire Damage,アタックはダメージの{0}%を追加火ダメージとして獲得する
Gain {0}% of Damage as Extra Cold Damage,ダメージの{0}%を追加冷気ダメージとして獲得する
Attacks Gain {0}% of Damage as Extra Cold Damage,アタックはダメージの{0}%を追加冷気ダメージとして獲得する
Gain {0}% of Damage as Extra Cold Damage with Spells,スペルによるダメージの{0}%を追加冷気ダメージとして獲得する
Gain {0}% of Damage as Extra Lightning Damage,ダメージの{0}%を追加雷ダメージとして獲得する
Gain {0}% of Damage as Extra Lightning Damage with Spells,スペルによるダメージの{0}%を追加雷ダメージとして獲得する
{0}% increased Spell Damage,スペルダメージが{0}%増加する
{0}% reduced Spell Damage,スペルダメージが{0}%減少する
{0}% increased Trap Damage,トラップダメージが{0}%増加する
{0}% reduced Trap Damage,トラップダメージが{0}%減少する
{0}% increased Fire Damage,火ダメージが{0}%増加する
{0}% reduced Fire Damage,火ダメージが{0}%減少する
{0}% increased Cold Damage,冷気ダメージが{0}%増加する
{0}% reduced Cold Damage,冷気ダメージが{0}%減少する
{0}% increased Lightning Damage,雷ダメージが{0}%増加する
{0}% reduced Lightning Damage,雷ダメージが{0}%減少する
{0}% increased Chaos Damage,混沌ダメージが{0}%増加する
{0}% reduced Chaos Damage,混沌ダメージが{0}%減少する
{0}% increased Elemental Damage with Attacks,アタックスキルによる元素ダメージが{0}%増加する
{0}% reduced Elemental Damage with Attacks,アタックスキルによる元素ダメージが{0}%減少する
{0}% increased Spell Physical Damage,スペル物理ダメージが{0}%増加する
{0}% reduced Spell Physical Damage,スペル物理ダメージが{0}%減少する
{0}% increased Damage with Bow Skills,弓スキルのダメージが{0}%増加する
{0}% reduced Damage with Bow Skills,弓スキルのダメージが{0}%減少する
{0}% increased maximum Energy Shield,最大エナジーシールドが{0}%増加する
{0}% reduced maximum Energy Shield,最大エナジーシールドが{0}%減少する
{0} to maximum Life,最大ライフ {0}
{0}% more damage taken while on Low Life,低ライフ時に受けるダメージが{0}%上昇する
{0}% less damage taken while on Low Life,低ライフ時に受けるダメージが{0}%低下する
{0}% increased maximum Life,最大ライフが{0}%増加する
{0}% reduced maximum Life,最大ライフが{0}%減少する
{0}% increased maximum Runic Ward,最大ルーンワードが{0}%増加する
{0}% reduced maximum Runic Ward,最大ルーンワードが{0}%減少する
{0} to maximum Mana,最大マナ {0}
{0}% more Attack damage while on Low Mana,低マナ状態の間アタックダメージが{0}%上昇する
{0}% less Attack damage while on Low Mana,低マナ状態の間アタックダメージが{0}%低下する
{0}% increased maximum Mana,最大マナが{0}%増加する
{0}% reduced maximum Mana,最大マナが{0}%減少する
{0}% increased Projectile Speed,投射物スピードが{0}%増加する
{0}% reduced Projectile Speed,投射物スピードが{0}%減少する
{0}% increased Flask Life Recovery rate,フラスコライフ回復レートが{0}%増加する
{0}% reduced Flask Life Recovery rate,フラスコライフ回復レートが{0}%減少する
{0}% increased Flask Mana Recovery rate,フラスコマナ回復レートが{0}%増加する
{0}% reduced Flask Mana Recovery rate,フラスコマナ回復レートが{0}%減少する
{0}% increased Charm Effect Duration,チャームの効果持続時間が{0}%増加する
{0}% reduced Charm Effect Duration,チャームの効果持続時間が{0}%減少する
{0}% increased Corrupted Charms effect duration,コラプト状態のチャームの効果が{0}%増加する
{0}% increased Flask Effect Duration,フラスコ効果持続時間が{0}%増加する
{0}% reduced Flask Effect Duration,フラスコ効果持続時間が{0}%減少する
{0}% of Charges consumed by used Charms are granted to your Life Flasks,チャームを使用することで消費されたチャージの{0}%がライフフラスコに付与される
{0}% of Charges consumed by used Life Flasks are granted to your Charms,ライフフラスコを使用することで消費されたチャージの{0}%がチャームに付与される
Reflects {0} Physical Damage to Melee Attackers,{0}の物理ダメージを近接アタックしてきた敵に反射する
Allies in your Presence deal {0}% increased Damage,プレイヤーの存在下にいる味方はダメージが{0}%増加する
Allies in your Presence deal {0}% reduced Damage,プレイヤーの存在下にいる味方はダメージが{0}%減少する
Allies in your Presence deal {0} to {1} added Attack Physical Damage,プレイヤーの存在下で味方は{0}から{1}の追加アタック物理ダメージ
Allies in your Presence deal {0} to {1} added Attack Fire Damage,プレイヤーの存在下にいる味方は{0}から{1}の追加アタック火ダメージを与える
Allies in your Presence deal {0} to {1} added Attack Cold Damage,プレイヤーの存在下にいる味方は{0}から{1}の追加アタック冷気ダメージを与える
Allies in your Presence deal {0} to {1} added Attack Lightning Damage,プレイヤーの存在下にいる味方は{0}から{1}の追加アタック雷ダメージを与える
Allies in your Presence deal {0} to {1} added Attack Chaos Damage,プレイヤーの存在下にいる味方は{0}から{1}の追加アタック混沌ダメージを与える
Allies in your Presence deal {0}% increased Physical Damage,プレイヤーの存在下にいる味方は物理ダメージが{0}%増加する
Allies in your Presence deal {0}% reduced Physical Damage,プレイヤーの存在下にいる味方は物理ダメージが{0}%減少する
Allies in your Presence deal {0}% increased Elemental Damage,プレイヤーの存在下にいる味方は元素ダメージが{0}%増加する
Allies in your Presence deal {0}% reduced Elemental Damage,プレイヤーの存在下にいる味方は元素ダメージが{0}%減少する
Allies in your Presence deal {0}% increased Chaos Damage,プレイヤーの存在下にいる味方は混沌ダメージが{0}%増加する
Allies in your Presence deal {0}% reduced Chaos Damage,プレイヤーの存在下にいる味方は混沌ダメージが{0}%減少する
Allies in your Presence have {0} to Accuracy Rating,プレイヤーの存在下にいる味方は命中力 {0}
Allies in your Presence have {0}% increased Critical Hit Chance,プレイヤーの存在下にいる味方はクリティカルヒット率が{0}%増加する
Allies in your Presence have {0}% reduced Critical Hit Chance,プレイヤーの存在下にいる味方はクリティカルヒット率が{0}%減少する
Allies in your Presence have {0}% increased Critical Damage Bonus,プレイヤーの存在下にいる味方はクリティカルダメージボーナスが{0}%増加する
Allies in your Presence have {0}% reduced Critical Damage Bonus,プレイヤーの存在下にいる味方はクリティカルダメージボーナスが{0}%減少する
Allies in your Presence have {0}% increased Attack Speed,プレイヤーの存在下にいる味方はアタックスピードが{0}%増加する
Allies in your Presence have {0}% reduced Attack Speed,プレイヤーの存在下にいる味方はアタックスピードが{0}%減少する
Allies in your Presence have {0}% increased Cast Speed,プレイヤーの存在下にいる味方はキャストスピードが{0}%増加する
Allies in your Presence have {0}% reduced Cast Speed,プレイヤーの存在下にいる味方はキャストスピードが{0}%減少する
Allies in your Presence have {0}% to all Elemental Resistances,プレイヤーの存在下にいる味方は元素耐性 {0}%
Allies in your Presence Regenerate {0} Life per second,プレイヤーの存在下にいる味方は毎秒{0}のライフを自動回復する
Allies in your Presence Regenerate {0}% of their Maximum Life per second,プレイヤーの存在下の味方は毎秒その最大ライフの{0}%を自動回復する
Allies in your Presence Regenerate {0}% of your Maximum Life per second,プレイヤーの存在下にいる味方は毎秒プレイヤーの最大ライフの{0}%を自動回復する
{0}% of your Base Life Regeneration is granted to Allies in your Presence,プレイヤーの基礎ライフ自動回復の{0}%が存在下の味方に付与される
Also grants {0} Guard,また{0}のガードを付与する
Recover {0} Life when Used,使用した時に{0}のライフを回復する
Recover {0} Mana when Used,使用した時に{0}のマナを回復する
{0}% increased Duration,持続時間が{0}%増加する
{0}% reduced Duration,持続時間が{0}%減少する
{0}% more Recovery if used while on Low Mana,低マナ状態のときに使用していれば回復量が{0}%上昇する
{0}% increased Amount Recovered,回復量が{0}%増加する
{0}% reduced Amount Recovered,回復量が{0}%減少する
{0}% more Recovery if used while on Low Life,低ライフ時に使用すると回復量が{0}%上昇する
{0}% increased Duration. -1% to this value when used,持続時間が{0}%増加する。使用するとこの値が-1%される
{0}% reduced Duration. -1% to this value when used,持続時間が{0}%減少する。使用するとこの値が-1%される
{0}% increased Life Recovered,ライフ回復量が{0}%増加する
{0}% reduced Life Recovered,ライフ回復量が{0}%減少する
{0}% increased Mana Recovered,マナ回復量が{0}%増加する
{0}% reduced Mana Recovered,マナ回復量が{0}%減少する
Grants {0}% of Life Recovery to Minions,ライフ回復の{0}%をミニオンに付与する
Instant Recovery,即時回復
{0}% of Recovery applied Instantly,回復量の{0}%が即時適用される
{0}% increased Recovery rate,回復レートが{0}%増加する
{0}% reduced Recovery rate,回復レートが{0}%減少する
Removes {0}% of Life Recovered from Mana when used,使用した時に回復したライフの{0}%をマナから取り除く
Removes {0}% of Mana Recovered from Life when used,使用した時に回復したマナの{0}%をライフから取り除く
{0}% increased Rarity of Items found,見つかるアイテムのレアリティが{0}%増加する
{0}% reduced Rarity of Items found,見つかるアイテムのレアリティが{0}%減少する
"{0}% increased Rarity of Items found
Your other Modifiers to Rarity of Items found do not apply","見つかるアイテムのレアリティが{0}%増加する
アイテムレアリティの他のモッドは適用されなくなる"
"{0}% reduced Rarity of Items found
Your other Modifiers to Rarity of Items found do not apply","見つかるアイテムのレアリティが{0}%減少する
アイテムレアリティの他のモッドは適用されなくなる"
{0}% to Critical Hit Chance,クリティカルヒット率 {0}%
{0}% to Critical Damage Bonus,クリティカルダメージボーナス {0}%
{0}% increased Attack Speed,アタックスピードが{0}%増加する
{0}% reduced Attack Speed,アタックスピードが{0}%減少する
{0}% increased Reload Speed,リロードスピードが{0}%増加する
{0}% reduced Reload Speed,リロードスピードが{0}%減少する
{0}% increased Attribute Requirements,要求能力値が{0}%増加する
{0}% reduced Attribute Requirements,要求能力値が{0}%減少する
{0} to Level of all Skills,全てのスキルのレベル {0}
{0} to Level of all Spell Skills,全てのスペルスキルのレベル {0}
{0} to Level of all Corrupted Skill Gems,全てのコラプト状態のスキルジェムのレベル {0}
{0} to Level of all Corrupted Spell Skill Gems,全てのコラプト状態のスペルスキルジェムのレベル {0}
{0} to Level of all Skills with a Strength requirement,筋力の装備要求を持つ全てのスキルのレベル {0}
{0} to Level of all Skills with a Dexterity requirement,器用さの装備要求を持つ全てのスキルのレベル {0}
{0} to Level of all Skills with an Intelligence requirement,知性の装備要求を持つ全てのスキルのレベル {0}
{0} to Level of all Physical Skills,全ての物理スキルのレベル {0}
{0} to Level of all Elemental Skills,全ての元素スキルのレベル {0}
{0} to Level of all Fire Skills,全ての火スキルのレベル {0}
{0} to Level of all Fire Spell Skills,全ての火スペルスキルのレベル {0}
{0} to Level of all Cold Skills,全ての冷気スキルのレベル {0}
{0} to Level of all Cold Spell Skills,全ての冷気スペルスキルのレベル {0}
{0} to Level of all Lightning Skills,全ての雷スキルのレベル {0}
{0} to Level of all Lightning Spell Skills,全ての雷スペルスキルのレベル {0}
{0} to Level of all Chaos Skills,全ての混沌スキルのレベル {0}
{0} to Level of all Chaos Spell Skills,全ての混沌スペルスキルのレベル {0}
{0} to Level of all Melee Skills,全ての近接スキルのレベル {0}
{0} to Level of all Attack Skills,全てのアタックスキルのレベル {0}
{0} to Level of all Projectile Skills,全ての投射物スキルのレベル {0}
{0} to Level of all Bow Skill Gems,全ての弓スキルジェムのレベル {0}
{0} to Level of all Crossbow Skill Gems,全てのクロスボウスキルジェムのレベル {0}
{0} to Level of all Curse Skills,全ての呪いスキルのレベル {0}
{0} to Level of all Minion Skills,全てのミニオンスキルのレベル {0}
{0} to Level of all Totem Skill Gems,全てのトーテムスキルジェムのレベル {0}
{0} to Level of all Trap Skill Gems,全てのトラップスキルジェムのレベル {0}
{0}% to Quality of all Skills,全てのスキルの品質 {0}%
{0}% increased Critical Hit Chance,クリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance,クリティカルヒット率が{0}%減少する
{0}% increased Critical Hit Chance for Attacks,アタックのクリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance for Attacks,アタックのクリティカルヒット率が{0}%減少する
{0}% increased Critical Hit Chance for Spells,スペルのクリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance for Spells,スペルのクリティカルヒット率が{0}%減少する
{0}% increased Critical Hit Chance with Traps,トラップのクリティカルヒット率が{0}%増加する
{0}% reduced Critical Hit Chance with Traps,トラップのクリティカルヒット率が{0}%減少する
{0}% increased Critical Damage Bonus,クリティカルダメージボーナスが{0}%増加する
{0}% reduced Critical Damage Bonus,クリティカルダメージボーナスが{0}%減少する
{0}% increased Critical Damage Bonus for Attack Damage,アタックダメージのクリティカルダメージボーナスが{0}%増加する
{0}% increased Critical Spell Damage Bonus,スペルクリティカルダメージボーナスが{0}%増加する
{0}% reduced Critical Spell Damage Bonus,スペルクリティカルダメージボーナスが{0}%減少する
{0}% increased Critical Spell Damage Bonus per Critical Hit you've dealt with Spells Recently,直近プレイヤーがスペルで与えたクリティカルヒットの数ごとにクリティカルダメージボーナスが{0}%増加する
{0}% reduced Critical Spell Damage Bonus per Critical Hit you've dealt with Spells Recently,直近プレイヤーがスペルで与えたクリティカルヒットの数ごとにクリティカルダメージボーナスが{0}%減少する
{0}% to Critical Damage Bonus with Traps,トラップのクリティカルダメージボーナス {0}%
Gain Onslaught for 4 seconds on Hit,ヒット時に猛攻を4秒間獲得する
{0}% chance to gain Onslaught for 4 seconds on Hit,ヒット時に{0}%の確率で猛攻を4秒間獲得する
{0}% increased Cast Speed,キャストスピードが{0}%増加する
{0}% reduced Cast Speed,キャストスピードが{0}%減少する
Loads an additional bolt,ボルトを追加で1本装填する
Loads {0} additional bolts,ボルトを追加で{0}本装填する
{0} Charm Slot,チャームスロット {0}
{0} Charm Slots,チャームスロット {0}
Bow Attacks fire an additional Arrow,弓によるアタックは矢を追加で1本放つ
Bow Attacks fire {0} additional Arrows,弓によるアタックは矢を追加で{0}本放つ
{0} to all Attributes,全ての能力値 {0}
{0} to Strength,筋力 {0}
{0} to Dexterity,器用さ {0}
{0} to Intelligence,知性 {0}
{0} to Strength and Dexterity,筋力および器用さ {0}
{0} to Strength and Intelligence,筋力および知性 {0}
{0} to Dexterity and Intelligence,器用さおよび知性 {0}
{0}% increased Attributes,能力値が{0}%増加する
{0}% reduced Attributes,能力値が{0}%減少する
{0}% increased Strength,筋力が{0}%増加する
{0}% reduced Strength,筋力が{0}%減少する
{0}% increased Dexterity,器用さが{0}%増加する
{0}% reduced Dexterity,器用さが{0}%減少する
{0}% increased Intelligence,知性が{0}%増加する
{0}% reduced Intelligence,知性が{0}%減少する
{0}% increased Strength and Dexterity,筋力および器用さが{0}%増加する
{0}% reduced Strength and Dexterity,筋力および器用さが{0}%減少する
{0}% increased Strength and Intelligence,筋力および知性が{0}%増加する
{0}% reduced Strength and Intelligence,筋力および知性が{0}%減少する
{0}% increased Dexterity and Intelligence,器用さおよび知性が{0}%増加する
{0}% reduced Dexterity and Intelligence,器用さおよび知性が{0}%減少する
Hits against you have {0}% reduced Critical Damage Bonus,プレイヤーに対するヒットはクリティカルダメージボーナスが{0}%減少する
Hits against you have {0}% increased Critical Damage Bonus,プレイヤーに対するヒットはクリティカルダメージボーナスが{0}%増加する
{0}% additional Physical Damage Reduction,物理ダメージ軽減率が{0}%される
{0}% to all Maximum Elemental Resistances,全ての元素耐性の最大値 {0}%
Your Maximum Resistances are {0}%,耐性の最大値は{0}%になる
{0}% to Maximum Fire Resistance,火耐性の最大値 {0}%
{0}% to Maximum Cold Resistance,冷気耐性の最大値 {0}%
{0}% to Maximum Lightning Resistance,雷耐性の最大値 {0}%
{0}% to Maximum Chaos Resistance,混沌耐性の最大値 {0}%
{0}% to all Elemental Resistances,全ての元素耐性 {0}%
{0}% to Fire Resistance,火耐性 {0}%
{0}% to Fire Resistance while on Low Life,低ライフ時に火耐性 {0}%
{0}% to Fire and Cold Resistances,火および冷気耐性 {0}%
{0}% to Fire and Cold Resistances per Equipped Item with a Lightning Resistance Modifier,雷耐性モッドを持つ装備アイテムごとに火および冷気耐性 {0}%
{0}% to Fire and Lightning Resistances,火および雷耐性 {0}%
{0}% to Fire and Lightning Resistances per Equipped Item with a Cold Resistance Modifier,冷気耐性モッドを持つ装備アイテムごとに火および雷耐性 {0}%
{0}% to Cold Resistance,冷気耐性 {0}%
{0}% to Cold and Lightning Resistances,冷気および雷耐性 {0}%
{0}% to Cold and Lightning Resistances per Equipped Item with a Fire Resistance Modifier,火耐性モッドを持つ装備アイテムごとに冷気および雷耐性 {0}%
{0}% to Lightning Resistance,雷耐性 {0}%
{0}% to Chaos Resistance,混沌耐性 {0}%
{0}% to Chaos Resistance when on Low Life,低ライフ時に混沌耐性 {0}%
Minions have {0}% increased maximum Life,ミニオンの最大ライフが{0}%増加する
Minions have {0}% reduced maximum Life,ミニオンの最大ライフが{0}%減少する
{0}% of Armour also applies to Elemental Damage,アーマーの{0}%が元素ダメージにも適用される
Gain Deflection Rating equal to {0}% of Evasion Rating,回避力の{0}%と同量の受け流し力を獲得する
Gain Deflection Rating equal to {0}% of Armour,アーマーの{0}%と同量の受け流し力を獲得する
Chance to Deflect is Lucky,受け流し率は幸運になる
Chance to Deflect is Lucky while on Low Life,低ライフ状態の間受け流し率は幸運になる
{0}% increased Energy Shield Recharge Rate,エナジーシールドリチャージレートが{0}%増加する
{0}% reduced Energy Shield Recharge Rate,エナジーシールドリチャージレートが{0}%減少する
{0}% faster start of Energy Shield Recharge,エナジーシールドのリチャージが{0}%速く始まる
{0}% slower start of Energy Shield Recharge,エナジーシールドのリチャージが{0}%遅く始まる
